petal.width	variety
3.4	Virginica
6.3	Virginica
4.7	Setosa
4.6	Virginica
2.2	Setosa
4.2	Setosa
4.4	Versicolor
3.6	Setosa
5.9	Versicolor
5.5	Versicolor
5.8	Versicolor
3.4	Versicolor
2.6	Setosa
3.5	Versicolor
1.2	Setosa
3.2	Versicolor
2.2	Setosa
2.2	Setosa
4.8	Virginica
4.3	Virginica
4.8	Versicolor
3.2	Versicolor
6.1	Versicolor
2.6	Virginica
2.5	Virginica
2.7	Setosa
6.3	Virginica
4.0	Virginica
5.0	Versicolor
6.0	Versicolor
1.6	Versicolor
0.3	Setosa
0.7	Setosa
3.7	Setosa
3.2	Setosa
1.3	Versicolor
5.3	Virginica
2.0	Versicolor
2.2	Setosa
3.3	Versicolor
5.3	Virginica
4.7	Virginica
2.7	Setosa
2.7	Setosa
2.0	Versicolor
4.1	Virginica
3.3	Virginica
4.7	Setosa
3.6	Setosa
4.2	Setosa
4.5	Virginica
5.8	Virginica
0.2	Setosa
2.3	Virginica
1.7	Versicolor
5.0	Versicolor
3.6	Virginica
3.3	Versicolor
6.1	Versicolor
3.1	Versicolor
0.2	Setosa
2.5	Versicolor
1.9	Setosa
5.0	Setosa
6.0	Virginica
1.8	Versicolor
5.1	Virginica
5.3	Versicolor
3.2	Setosa
0.4	Setosa
5.0	Versicolor
2.3	Virginica
5.9	Virginica
5.3	Versicolor
3.1	Virginica
2.3	Setosa
4.9	Setosa
5.8	Virginica
1.0	Versicolor
3.2	Setosa
2.4	Versicolor
1.2	Setosa
3.9	Versicolor
2.0	Versicolor
5.5	Virginica
1.9	Virginica
2.3	Setosa
3.7	Setosa
3.2	Setosa
0.3	Setosa
1.8	Setosa
4.2	Versicolor
6.3	Virginica
5.3	Virginica
0.3	Setosa
2.0	Virginica
4.5	Versicolor
1.9	Virginica
1.9	Virginica
4.7	Setosa
5.3	Virginica
3.9	Versicolor
2.5	Versicolor
5.5	Virginica
5.8	Versicolor
