petal.length	petal.width	variety
5.3	1.7	Setosa
6.6	1.4	Versicolor
4.9	2.3	Setosa
9.2	4.8	Virginica
2.5	1.9	Setosa
5.8	0.7	Setosa
5.5	1.5	Versicolor
7.6	5.5	Virginica
7.1	4.3	Versicolor
8.1	4.1	Virginica
9.6	6.0	Virginica
7.4	3.4	Versicolor
6.7	5.7	Virginica
1.9	1.7	Setosa
6.5	4.7	Versicolor
6.9	5.2	Versicolor
7.7	3.0	Virginica
5.2	4.9	Setosa
8.7	4.3	Versicolor
9.5	3.6	Virginica
2.9	1.7	Setosa
10.6	1.9	Virginica
2.9	0.3	Setosa
9.3	3.8	Virginica
7.1	3.8	Versicolor
5.5	3.2	Setosa
8.0	5.0	Virginica
10.5	5.3	Virginica
7.6	4.3	Virginica
7.7	3.5	Versicolor
4.3	4.0	Versicolor
6.5	4.3	Versicolor
4.0	3.5	Versicolor
9.5	5.3	Virginica
5.5	2.2	Setosa
5.6	3.4	Virginica
9.6	1.6	Versicolor
9.4	6.0	Virginica
9.7	3.1	Virginica
6.0	2.0	Versicolor
3.0	4.1	Setosa
3.7	3.2	Setosa
9.1	4.3	Virginica
5.7	5.3	Versicolor
4.6	2.3	Versicolor
6.4	4.6	Virginica
4.1	1.4	Setosa
7.8	4.4	Versicolor
9.0	6.1	Versicolor
1.8	3.7	Setosa
6.0	1.7	Setosa
6.0	1.7	Virginica
8.9	4.4	Versicolor
7.1	2.9	Virginica
7.4	6.5	Virginica
5.4	5.4	Versicolor
6.5	4.2	Versicolor
6.7	1.5	Versicolor
8.2	3.5	Virginica
7.3	2.6	Virginica
8.5	1.3	Versicolor
7.9	3.8	Virginica
3.1	2.7	Setosa
6.0	4.1	Versicolor
7.7	1.7	Versicolor
4.9	0.7	Setosa
8.6	3.2	Virginica
5.1	2.2	Setosa
7.6	5.9	Virginica
6.1	5.5	Versicolor
8.9	5.5	Versicolor
2.1	4.7	Setosa
8.0	5.5	Virginica
8.4	4.3	Virginica
8.9	6.1	Virginica
5.6	2.3	Virginica
5.3	3.8	Setosa
8.0	4.0	Versicolor
2.0	0.2	Setosa
8.6	5.8	Versicolor
7.5	5.8	Virginica
7.3	2.3	Virginica
4.9	0.1	Setosa
7.3	3.4	Virginica
6.2	2.4	Versicolor
6.8	1.8	Virginica
4.9	5.7	Versicolor
8.0	1.5	Versicolor
3.2	2.2	Setosa
6.5	4.8	Versicolor
3.2	3.8	Setosa
3.9	3.7	Setosa
8.2	5.5	Virginica
1.9	1.7	Setosa
7.6	5.8	Virginica
9.1	4.9	Virginica
2.0	4.2	Setosa
5.0	4.4	Virginica
6.9	3.8	Virginica
4.3	4.2	Setosa
2.1	0.7	Setosa
2.0	1.8	Setosa
6.0	1.4	Setosa
7.3	3.6	Versicolor
6.3	3.3	Virginica
