sepal.length	sepal.width	variety
9.2	5.9	Setosa
8.3	5.0	Setosa
7.7	6.5	Virginica
6.4	4.7	Versicolor
6.6	7.8	Setosa
6.5	4.2	Versicolor
6.0	2.3	Setosa
6.4	5.9	Versicolor
6.4	3.7	Virginica
9.1	2.9	Versicolor
5.6	3.5	Versicolor
7.0	4.4	Setosa
7.0	4.7	Virginica
7.5	5.5	Setosa
9.9	6.6	Virginica
7.7	5.6	Virginica
8.0	6.7	Setosa
8.4	4.0	Versicolor
7.2	6.6	Versicolor
8.0	6.3	Setosa
9.6	4.7	Versicolor
6.2	2.6	Versicolor
6.2	2.8	Virginica
5.4	3.0	Virginica
10.3	3.7	Versicolor
9.8	5.1	Versicolor
6.7	3.2	Versicolor
10.6	5.0	Virginica
9.0	6.2	Versicolor
5.1	3.2	Setosa
8.2	4.0	Virginica
10.9	6.8	Virginica
6.0	4.9	Versicolor
9.7	6.0	Virginica
9.8	3.2	Virginica
9.8	3.5	Virginica
10.3	3.8	Versicolor
7.9	4.4	Setosa
8.2	4.5	Versicolor
6.5	5.7	Virginica
6.2	6.8	Setosa
5.9	7.1	Setosa
10.4	4.9	Versicolor
6.5	6.5	Setosa
10.5	3.9	Versicolor
7.7	6.4	Setosa
9.0	5.3	Versicolor
8.9	7.0	Virginica
11.9	6.8	Virginica
8.2	5.9	Versicolor
5.3	4.2	Setosa
9.9	6.3	Virginica
7.2	3.2	Virginica
10.4	6.7	Virginica
5.3	3.5	Setosa
8.5	6.9	Versicolor
6.4	7.1	Virginica
8.6	4.5	Setosa
5.8	2.7	Virginica
6.1	4.1	Virginica
6.3	5.4	Virginica
5.4	5.4	Setosa
8.0	7.5	Virginica
10.2	6.1	Virginica
8.1	4.5	Versicolor
9.6	3.8	Versicolor
9.3	3.3	Virginica
10.1	7.0	Virginica
9.7	3.1	Versicolor
4.9	6.0	Setosa
7.7	3.8	Virginica
7.4	6.9	Setosa
10.0	6.0	Versicolor
11.9	4.3	Virginica
8.6	6.5	Versicolor
5.0	7.5	Setosa
8.6	5.3	Virginica
7.8	4.9	Virginica
8.7	3.7	Setosa
7.9	5.1	Setosa
5.2	7.7	Setosa
5.8	4.1	Setosa
6.8	4.3	Virginica
5.7	6.0	Setosa
5.7	6.9	Versicolor
5.6	7.8	Setosa
9.4	3.5	Versicolor
9.4	3.5	Setosa
6.5	2.8	Versicolor
10.3	5.7	Versicolor
9.3	3.4	Setosa
7.0	5.9	Setosa
5.0	3.5	Versicolor
11.2	3.6	Virginica
7.7	4.0	Versicolor
9.8	4.5	Setosa
6.7	3.8	Virginica
9.0	5.2	Versicolor
11.2	4.3	Virginica
9.2	3.4	Virginica
7.0	4.0	Virginica
8.9	4.9	Setosa
7.8	4.9	Setosa
10.8	3.8	Virginica
9.6	6.4	Versicolor
