sepal.length	variety
8.9	Setosa
8.6	Setosa
9.7	Versicolor
8.5	Virginica
10.2	Setosa
7.1	Setosa
8.7	Versicolor
10.3	Versicolor
8.2	Versicolor
8.5	Setosa
8.4	Virginica
8.7	Virginica
10.4	Versicolor
6.2	Versicolor
7.8	Virginica
8.0	Setosa
8.4	Setosa
8.1	Setosa
4.7	Setosa
9.8	Versicolor
7.4	Versicolor
6.7	Versicolor
9.0	Virginica
5.8	Setosa
6.2	Versicolor
8.7	Versicolor
5.3	Setosa
7.6	Versicolor
6.4	Virginica
6.0	Versicolor
7.6	Versicolor
10.4	Virginica
6.5	Versicolor
11.8	Virginica
7.6	Versicolor
8.9	Setosa
8.9	Virginica
9.2	Setosa
6.6	Setosa
10.1	Versicolor
11.7	Virginica
8.0	Setosa
10.3	Virginica
8.9	Virginica
7.6	Setosa
10.7	Virginica
6.6	Setosa
11.0	Virginica
5.9	Virginica
7.8	Setosa
8.4	Virginica
7.0	Versicolor
6.6	Versicolor
6.8	Virginica
5.8	Setosa
7.7	Virginica
7.9	Versicolor
5.3	Setosa
6.3	Versicolor
6.4	Versicolor
7.0	Versicolor
9.3	Virginica
7.9	Virginica
10.4	Virginica
8.7	Virginica
8.3	Setosa
7.0	Versicolor
9.8	Virginica
9.3	Virginica
8.6	Setosa
11.3	Virginica
7.6	Virginica
7.0	Setosa
8.9	Setosa
7.6	Setosa
7.9	Setosa
9.7	Virginica
9.1	Virginica
5.7	Setosa
7.3	Virginica
8.8	Versicolor
5.6	Versicolor
6.7	Virginica
10.1	Versicolor
9.5	Setosa
10.6	Versicolor
6.3	Setosa
7.0	Versicolor
9.8	Versicolor
9.3	Virginica
9.9	Setosa
6.2	Versicolor
5.5	Setosa
7.7	Setosa
6.1	Setosa
9.9	Versicolor
5.0	Setosa
9.3	Virginica
7.1	Versicolor
6.1	Setosa
9.4	Versicolor
8.8	Setosa
10.2	Virginica
7.7	Virginica
5.0	Versicolor
