sepal.width	variety
6.9	Setosa
4.8	Versicolor
5.7	Virginica
3.2	Versicolor
2.9	Versicolor
5.0	Setosa
6.5	Virginica
7.3	Virginica
4.8	Virginica
5.2	Versicolor
3.5	Setosa
6.5	Versicolor
7.0	Setosa
4.4	Virginica
3.0	Virginica
4.7	Virginica
5.7	Virginica
7.0	Virginica
3.0	Virginica
8.4	Setosa
3.7	Setosa
5.5	Versicolor
7.7	Setosa
4.3	Versicolor
3.8	Virginica
4.5	Versicolor
4.3	Versicolor
5.7	Setosa
4.1	Setosa
6.5	Virginica
4.7	Setosa
4.8	Virginica
4.0	Versicolor
5.3	Versicolor
3.0	Virginica
3.8	Versicolor
4.2	Virginica
4.5	Setosa
5.0	Setosa
4.5	Virginica
4.0	Setosa
4.4	Versicolor
3.1	Virginica
7.2	Versicolor
5.0	Virginica
4.9	Versicolor
3.5	Versicolor
4.4	Setosa
5.4	Virginica
5.5	Virginica
4.2	Versicolor
3.6	Virginica
6.7	Virginica
7.4	Setosa
6.0	Setosa
7.8	Setosa
7.6	Versicolor
6.5	Versicolor
7.5	Versicolor
4.2	Versicolor
3.2	Versicolor
3.9	Setosa
4.1	Versicolor
3.8	Virginica
4.9	Setosa
3.3	Virginica
5.7	Virginica
6.9	Versicolor
6.8	Versicolor
7.6	Versicolor
7.3	Virginica
2.4	Versicolor
4.9	Virginica
7.0	Virginica
7.8	Setosa
6.7	Versicolor
5.7	Versicolor
5.6	Virginica
5.3	Virginica
5.6	Setosa
3.2	Versicolor
3.9	Setosa
4.1	Virginica
4.5	Virginica
3.5	Versicolor
3.1	Versicolor
6.6	Virginica
6.6	Setosa
8.3	Virginica
4.3	Setosa
6.2	Setosa
4.6	Setosa
4.4	Versicolor
3.6	Versicolor
6.4	Versicolor
3.8	Setosa
6.2	Setosa
4.8	Virginica
6.7	Virginica
5.5	Setosa
7.7	Setosa
7.7	Setosa
2.8	Versicolor
7.0	Virginica
3.8	Setosa
