sepal.width	petal.length	variety
5.4	1.4	Setosa
3.5	9.1	Virginica
7.3	5.5	Versicolor
4.1	9.2	Versicolor
3.4	5.2	Versicolor
4.2	7.0	Virginica
4.0	5.9	Virginica
4.0	7.4	Versicolor
3.5	5.5	Setosa
5.5	6.3	Virginica
7.0	10.0	Virginica
2.7	5.1	Virginica
4.5	2.8	Setosa
4.5	4.9	Setosa
5.8	9.2	Versicolor
5.5	6.6	Virginica
5.5	8.1	Versicolor
3.7	5.3	Virginica
5.7	7.0	Versicolor
3.4	3.4	Setosa
7.4	5.0	Setosa
5.0	7.8	Virginica
7.6	3.9	Setosa
3.5	7.6	Virginica
2.2	6.0	Versicolor
5.3	9.7	Virginica
8.9	4.5	Setosa
4.3	9.1	Versicolor
6.9	4.0	Setosa
4.3	6.1	Virginica
3.9	3.1	Setosa
7.4	3.4	Setosa
7.3	6.2	Setosa
4.8	10.0	Virginica
5.6	4.9	Versicolor
4.5	7.5	Versicolor
5.2	6.4	Virginica
6.0	5.1	Versicolor
4.0	7.8	Virginica
3.2	3.9	Versicolor
3.7	9.6	Virginica
7.2	8.1	Versicolor
7.2	1.4	Setosa
5.3	4.1	Setosa
6.0	7.2	Virginica
4.2	6.3	Virginica
3.3	9.2	Virginica
4.5	3.8	Setosa
7.0	3.9	Setosa
7.6	1.4	Setosa
2.6	9.4	Virginica
5.7	3.4	Setosa
5.7	9.0	Virginica
6.0	6.0	Virginica
7.2	4.1	Versicolor
2.7	6.9	Virginica
6.3	2.9	Setosa
5.5	5.2	Versicolor
7.4	2.5	Setosa
7.0	5.0	Versicolor
5.5	7.0	Virginica
4.0	5.5	Versicolor
6.2	7.2	Versicolor
6.5	7.5	Versicolor
5.0	6.9	Virginica
3.6	5.0	Versicolor
5.0	5.6	Setosa
7.3	9.1	Virginica
5.5	4.7	Versicolor
5.3	5.8	Versicolor
7.0	9.0	Versicolor
7.7	2.5	Setosa
5.1	3.5	Setosa
5.8	6.8	Versicolor
3.9	8.0	Versicolor
3.0	7.2	Virginica
3.5	3.9	Setosa
6.6	5.5	Setosa
4.0	8.5	Versicolor
4.0	5.6	Setosa
6.8	7.8	Virginica
3.4	1.9	Setosa
7.3	5.4	Setosa
5.5	2.7	Setosa
5.6	2.5	Setosa
6.2	6.5	Versicolor
6.0	4.9	Versicolor
3.2	6.2	Versicolor
6.6	5.4	Versicolor
4.5	3.4	Setosa
4.6	2.0	Setosa
7.4	5.7	Versicolor
3.9	3.3	Versicolor
6.0	7.3	Virginica
2.6	5.5	Versicolor
3.6	8.6	Virginica
4.3	5.2	Versicolor
7.8	1.5	Setosa
3.4	6.8	Versicolor
4.3	7.6	Virginica
3.8	6.1	Versicolor
3.0	4.9	Versicolor
6.5	5.4	Setosa
5.1	2.0	Setosa
4.7	5.5	Setosa
