sepal.width	petal.length	petal.width	variety
5.3	5.7	4.8	Setosa
3.3	6.6	4.3	Versicolor
4.0	5.9	2.9	Versicolor
3.0	1.4	3.2	Setosa
4.6	3.1	0.2	Setosa
3.0	5.8	3.3	Virginica
4.4	6.0	4.5	Versicolor
4.8	3.2	4.5	Setosa
6.5	8.1	3.3	Virginica
7.7	9.4	5.3	Virginica
7.3	9.2	1.6	Versicolor
5.3	6.0	2.8	Setosa
7.6	8.4	2.0	Versicolor
5.6	5.5	4.6	Setosa
6.0	1.4	0.8	Setosa
4.7	5.3	1.2	Setosa
4.4	4.5	2.7	Setosa
6.4	2.4	3.2	Setosa
4.9	6.3	3.6	Versicolor
6.8	6.7	2.6	Virginica
7.4	8.7	1.3	Versicolor
3.0	8.7	5.5	Virginica
4.4	6.0	2.4	Setosa
7.9	3.1	1.4	Setosa
5.7	5.0	4.4	Setosa
6.0	4.5	4.6	Versicolor
5.3	5.0	3.3	Versicolor
4.5	5.5	1.3	Versicolor
2.8	9.3	6.3	Virginica
5.5	7.3	3.6	Virginica
6.5	7.2	6.0	Versicolor
4.5	7.9	5.1	Virginica
6.2	9.8	3.9	Virginica
4.1	5.5	3.8	Virginica
3.5	6.4	2.6	Versicolor
7.0	2.6	3.1	Setosa
3.8	5.2	4.2	Versicolor
6.0	6.2	3.7	Versicolor
6.5	7.5	5.5	Virginica
7.6	4.0	4.7	Setosa
7.2	5.0	2.5	Versicolor
3.0	6.0	3.2	Versicolor
7.6	4.0	4.7	Setosa
3.2	4.4	3.2	Versicolor
3.9	7.1	3.8	Virginica
3.5	7.5	3.3	Virginica
7.4	9.8	4.8	Virginica
4.2	3.4	4.2	Setosa
2.9	6.2	2.9	Versicolor
4.7	5.5	2.0	Versicolor
4.9	5.8	2.8	Versicolor
7.0	1.3	0.7	Setosa
4.1	5.0	0.6	Setosa
4.1	7.9	3.6	Virginica
6.2	6.6	1.0	Versicolor
4.3	10.2	2.5	Virginica
8.1	10.6	6.5	Virginica
3.5	10.0	4.6	Virginica
4.5	5.1	4.9	Versicolor
5.4	7.3	1.3	Versicolor
3.6	8.7	5.0	Versicolor
5.8	6.1	2.6	Virginica
3.2	2.4	1.7	Setosa
5.9	1.3	0.4	Setosa
7.3	8.6	6.0	Versicolor
4.3	10.7	5.5	Virginica
7.3	4.9	2.4	Setosa
4.0	4.5	3.0	Versicolor
5.7	4.7	3.3	Versicolor
6.0	3.9	0.8	Setosa
3.8	6.6	2.5	Virginica
7.3	6.9	3.5	Virginica
7.2	6.1	5.4	Virginica
7.2	2.2	0.7	Setosa
8.0	4.5	2.2	Setosa
3.9	3.6	2.2	Setosa
6.3	3.3	3.3	Setosa
4.0	5.3	3.2	Setosa
6.0	4.6	0.6	Setosa
5.4	4.4	1.7	Setosa
6.9	6.2	4.0	Versicolor
2.4	3.3	4.5	Versicolor
6.3	8.5	5.8	Versicolor
5.1	9.4	4.8	Virginica
4.7	7.1	3.1	Versicolor
6.5	4.9	2.2	Setosa
6.2	2.1	4.2	Setosa
3.0	6.4	3.5	Versicolor
8.5	5.7	3.7	Setosa
6.1	8.0	4.0	Versicolor
3.0	3.6	4.7	Setosa
3.7	7.5	4.0	Virginica
3.5	5.8	3.7	Virginica
6.9	3.0	2.7	Setosa
5.2	1.5	2.7	Setosa
5.0	8.5	2.7	Virginica
7.0	8.9	3.8	Virginica
3.4	7.0	5.1	Versicolor
3.0	8.6	4.8	Virginica
4.3	7.0	5.0	Virginica
7.0	1.9	4.6	Setosa
5.6	8.6	3.3	Virginica
3.4	5.2	1.7	Setosa
3.9	7.1	3.9	Virginica
7.1	8.1	6.9	Virginica
