petal.width	variety
1.1	Setosa
0.2	Setosa
3.0	Setosa
5.1	Virginica
2.0	Virginica
2.3	Versicolor
5.9	Virginica
5.3	Versicolor
4.9	Virginica
3.8	Versicolor
5.5	Virginica
1.9	Virginica
4.8	Setosa
1.3	Setosa
1.2	Setosa
5.0	Versicolor
1.7	Setosa
6.6	Virginica
1.8	Virginica
2.6	Versicolor
0.2	Setosa
2.8	Virginica
1.0	Versicolor
1.7	Setosa
5.5	Virginica
0.9	Setosa
2.8	Virginica
2.4	Versicolor
4.1	Setosa
0.2	Setosa
0.2	Setosa
4.8	Virginica
5.8	Virginica
6.0	Versicolor
3.3	Versicolor
2.3	Versicolor
4.8	Versicolor
2.4	Versicolor
0.2	Setosa
2.7	Setosa
3.3	Virginica
0.2	Setosa
2.3	Virginica
2.7	Setosa
3.8	Setosa
2.7	Setosa
3.5	Versicolor
5.3	Versicolor
2.2	Virginica
4.9	Virginica
1.3	Versicolor
1.8	Setosa
3.7	Versicolor
4.5	Versicolor
1.7	Setosa
5.2	Versicolor
3.3	Virginica
0.4	Setosa
6.5	Virginica
2.5	Virginica
5.3	Versicolor
1.8	Virginica
6.6	Virginica
5.9	Versicolor
1.4	Versicolor
5.0	Versicolor
3.0	Versicolor
0.2	Setosa
1.8	Virginica
2.7	Setosa
7.0	Virginica
3.7	Virginica
4.3	Versicolor
1.0	Versicolor
5.0	Virginica
5.7	Versicolor
2.3	Virginica
2.2	Setosa
0.2	Setosa
3.8	Virginica
4.1	Virginica
2.6	Virginica
2.8	Versicolor
3.5	Virginica
1.0	Versicolor
6.3	Virginica
3.5	Versicolor
6.7	Virginica
1.2	Setosa
4.7	Setosa
4.4	Virginica
0.1	Setosa
4.2	Versicolor
0.7	Setosa
5.0	Virginica
3.8	Virginica
6.3	Virginica
3.3	Setosa
4.1	Setosa
3.9	Versicolor
0.4	Setosa
3.9	Setosa
4.1	Versicolor
3.9	Setosa
5.6	Versicolor
