sepal.length	variety
8.5	Virginica
8.9	Virginica
6.0	Versicolor
9.9	Virginica
7.7	Virginica
9.3	Setosa
9.0	Setosa
11.2	Virginica
6.8	Versicolor
8.3	Virginica
10.6	Virginica
8.0	Virginica
10.7	Virginica
8.0	Versicolor
10.5	Virginica
9.6	Setosa
4.8	Setosa
5.1	Setosa
7.2	Versicolor
6.7	Virginica
4.9	Setosa
6.5	Setosa
9.2	Virginica
6.0	Setosa
6.4	Setosa
7.5	Virginica
9.6	Setosa
10.2	Setosa
6.1	Virginica
10.2	Virginica
10.4	Versicolor
6.8	Versicolor
8.6	Setosa
7.2	Virginica
8.4	Setosa
9.9	Virginica
9.1	Versicolor
9.4	Virginica
10.4	Virginica
9.4	Virginica
8.4	Setosa
8.6	Versicolor
6.1	Versicolor
7.2	Versicolor
4.9	Setosa
5.6	Setosa
7.4	Versicolor
6.5	Versicolor
9.4	Versicolor
5.5	Versicolor
5.6	Setosa
5.5	Setosa
9.8	Virginica
8.4	Virginica
8.4	Setosa
7.3	Versicolor
6.4	Setosa
9.1	Setosa
9.1	Versicolor
8.8	Setosa
5.6	Setosa
6.5	Versicolor
9.3	Versicolor
8.1	Setosa
4.9	Setosa
7.5	Versicolor
8.2	Virginica
9.0	Versicolor
5.3	Setosa
10.9	Virginica
4.3	Setosa
9.7	Virginica
7.2	Versicolor
9.4	Virginica
9.9	Virginica
6.9	Setosa
6.3	Virginica
6.1	Virginica
10.7	Versicolor
8.2	Virginica
5.7	Versicolor
8.8	Virginica
5.6	Versicolor
5.6	Setosa
7.1	Virginica
7.6	Setosa
10.2	Versicolor
7.3	Virginica
8.7	Versicolor
7.5	Versicolor
6.0	Setosa
8.5	Setosa
7.3	Setosa
9.2	Virginica
9.5	Virginica
8.8	Setosa
11.6	Virginica
7.6	Versicolor
9.2	Virginica
5.0	Setosa
9.5	Versicolor
7.3	Setosa
8.5	Versicolor
8.6	Versicolor
6.6	Versicolor
