petal.length	petal.width	variety
5.5	1.2	Setosa
4.8	2.7	Setosa
2.3	2.3	Setosa
8.1	4.3	Virginica
5.3	5.5	Versicolor
5.4	0.6	Setosa
6.6	4.8	Virginica
5.4	6.1	Virginica
4.6	1.7	Setosa
7.4	3.8	Virginica
1.5	2.3	Setosa
6.9	2.0	Versicolor
1.6	4.9	Setosa
7.7	2.0	Versicolor
1.9	1.2	Setosa
6.9	6.3	Virginica
7.7	4.3	Virginica
1.9	3.7	Setosa
9.2	2.2	Versicolor
3.5	1.4	Setosa
4.6	4.5	Versicolor
7.6	5.8	Virginica
8.1	2.1	Virginica
6.5	1.0	Versicolor
5.6	3.3	Versicolor
5.6	3.4	Virginica
4.4	0.2	Setosa
2.8	4.2	Setosa
8.0	1.5	Versicolor
5.5	3.0	Virginica
8.4	4.8	Versicolor
8.3	6.7	Virginica
6.5	4.0	Versicolor
2.1	2.1	Setosa
7.0	5.5	Versicolor
7.1	5.4	Versicolor
7.3	3.8	Versicolor
7.0	5.9	Virginica
7.9	3.5	Virginica
7.6	2.2	Virginica
4.6	4.7	Setosa
5.7	1.5	Versicolor
5.2	2.5	Versicolor
4.0	3.2	Setosa
4.5	5.8	Versicolor
2.9	1.9	Setosa
6.3	5.3	Virginica
2.6	4.2	Setosa
4.6	2.7	Setosa
3.4	1.2	Setosa
8.9	1.8	Virginica
8.4	2.2	Versicolor
4.5	1.2	Setosa
5.5	6.3	Virginica
8.5	6.3	Virginica
9.9	3.0	Virginica
4.8	6.3	Versicolor
8.2	4.1	Virginica
5.5	4.8	Virginica
5.4	1.2	Setosa
6.3	1.9	Versicolor
5.3	3.8	Virginica
9.5	3.0	Virginica
7.5	2.6	Virginica
6.3	5.3	Versicolor
4.9	1.7	Setosa
6.0	0.7	Setosa
9.8	2.6	Virginica
4.3	1.4	Setosa
6.9	1.9	Versicolor
6.7	3.5	Virginica
4.2	3.2	Setosa
9.5	1.7	Versicolor
2.4	2.3	Setosa
4.7	2.3	Versicolor
5.0	1.6	Setosa
4.6	2.3	Versicolor
8.1	4.4	Virginica
7.0	5.2	Versicolor
7.0	6.0	Virginica
5.4	3.4	Versicolor
5.5	2.1	Versicolor
3.8	1.5	Versicolor
6.1	3.4	Virginica
7.4	1.5	Versicolor
7.3	3.3	Virginica
5.9	1.8	Setosa
2.3	4.7	Setosa
3.0	2.4	Setosa
4.8	1.7	Setosa
5.9	3.4	Versicolor
7.2	2.9	Versicolor
3.5	4.4	Setosa
6.0	6.0	Versicolor
5.0	5.3	Versicolor
9.1	2.4	Virginica
1.2	4.7	Setosa
6.2	5.4	Versicolor
5.5	2.7	Virginica
7.1	4.5	Virginica
10.2	2.5	Virginica
2.2	3.5	Setosa
6.9	4.3	Virginica
1.1	1.6	Setosa
5.9	1.1	Versicolor
