sepal.length	sepal.width	petal.length	variety
8.0	6.7	1.2	Setosa
7.1	8.3	2.1	Setosa
5.3	6.2	5.5	Setosa
6.9	6.1	4.9	Setosa
10.3	6.5	5.7	Setosa
8.5	2.3	5.8	Setosa
9.8	2.8	6.6	Virginica
11.2	5.8	8.7	Virginica
6.3	3.4	5.4	Setosa
7.9	7.4	4.8	Setosa
10.7	4.9	5.9	Virginica
8.7	4.7	8.5	Virginica
8.2	4.8	4.7	Setosa
8.9	3.5	6.0	Virginica
6.5	5.9	8.2	Versicolor
8.7	6.6	2.5	Setosa
5.7	6.7	6.9	Versicolor
7.0	3.2	7.5	Versicolor
8.6	6.2	7.7	Versicolor
7.6	4.5	6.9	Versicolor
8.5	5.4	4.0	Setosa
7.0	6.0	8.8	Virginica
6.5	3.5	8.0	Versicolor
11.2	4.1	8.1	Virginica
8.9	4.9	5.7	Setosa
7.5	5.5	1.3	Setosa
7.9	6.6	4.9	Versicolor
5.8	4.1	5.5	Versicolor
8.0	5.2	7.7	Versicolor
8.5	4.0	5.5	Versicolor
6.9	7.4	3.0	Setosa
7.3	5.3	5.9	Versicolor
4.6	5.6	1.0	Setosa
6.8	3.7	6.1	Virginica
5.9	6.6	1.5	Setosa
6.4	7.3	7.6	Virginica
5.6	6.3	3.4	Setosa
9.9	6.7	6.3	Versicolor
5.8	3.4	4.1	Setosa
9.4	7.1	5.9	Virginica
8.1	4.5	5.4	Virginica
6.2	5.9	2.0	Setosa
9.0	4.9	9.0	Versicolor
9.9	5.8	8.6	Virginica
6.0	4.7	3.4	Setosa
8.8	4.3	5.8	Versicolor
5.5	5.3	7.3	Versicolor
9.7	4.0	7.2	Versicolor
7.2	5.2	5.6	Setosa
7.4	7.1	2.0	Setosa
6.7	6.5	5.0	Virginica
6.3	3.2	8.6	Virginica
8.2	5.0	8.5	Versicolor
10.1	6.8	6.7	Versicolor
9.0	7.5	2.8	Setosa
5.4	6.7	5.0	Setosa
7.0	6.3	8.6	Versicolor
7.1	4.7	3.4	Setosa
8.2	4.4	2.9	Setosa
7.1	5.3	5.0	Setosa
5.5	2.6	4.4	Versicolor
10.2	2.9	5.3	Versicolor
7.2	5.3	8.6	Versicolor
8.6	6.6	9.1	Virginica
7.0	4.4	1.6	Setosa
8.4	2.9	4.4	Setosa
4.8	7.5	1.4	Setosa
5.7	6.0	2.5	Setosa
7.6	3.5	3.9	Setosa
9.3	3.7	8.4	Versicolor
10.8	5.0	9.5	Virginica
7.9	7.5	5.6	Virginica
9.3	5.8	7.7	Versicolor
10.7	3.0	6.8	Virginica
8.3	4.0	5.9	Versicolor
7.9	3.2	3.8	Setosa
5.0	4.6	4.4	Setosa
10.6	5.5	8.9	Virginica
8.1	6.0	7.5	Versicolor
7.8	2.9	7.8	Virginica
8.6	6.5	7.6	Versicolor
9.9	6.4	2.7	Setosa
7.1	7.9	6.0	Setosa
5.9	3.5	6.7	Versicolor
6.7	2.6	7.0	Versicolor
9.4	6.9	5.8	Versicolor
8.5	6.9	6.5	Versicolor
9.0	4.5	6.3	Virginica
9.6	4.8	7.4	Virginica
8.3	7.8	9.5	Virginica
7.4	7.2	7.0	Versicolor
9.2	8.3	10.2	Virginica
6.8	5.7	9.4	Virginica
11.7	7.1	10.1	Virginica
9.5	2.2	6.5	Virginica
8.6	3.0	11.1	Virginica
7.1	3.0	4.4	Versicolor
9.2	4.0	9.6	Virginica
7.3	6.9	10.1	Virginica
7.8	5.0	4.6	Setosa
6.7	7.3	7.7	Virginica
9.0	4.5	5.5	Virginica
8.1	7.4	6.6	Versicolor
6.0	5.8	5.5	Versicolor
8.3	6.5	1.9	Setosa
