sepal.width	variety
7.9	Setosa
3.2	Setosa
7.3	Setosa
5.8	Versicolor
3.5	Versicolor
5.7	Versicolor
5.3	Virginica
3.0	Versicolor
3.9	Virginica
5.4	Setosa
6.6	Virginica
4.0	Versicolor
5.5	Setosa
5.8	Virginica
8.3	Setosa
5.1	Setosa
7.9	Setosa
6.3	Virginica
3.7	Versicolor
6.5	Virginica
3.5	Versicolor
5.9	Virginica
4.3	Setosa
4.2	Versicolor
7.0	Versicolor
4.9	Versicolor
3.3	Virginica
4.3	Versicolor
5.0	Setosa
6.1	Setosa
3.5	Versicolor
4.7	Virginica
2.3	Versicolor
7.2	Setosa
4.3	Versicolor
6.5	Setosa
4.6	Versicolor
7.6	Setosa
3.0	Virginica
5.0	Setosa
8.3	Setosa
4.0	Virginica
3.0	Setosa
5.8	Virginica
5.5	Versicolor
4.3	Versicolor
5.3	Virginica
4.9	Virginica
7.4	Versicolor
5.5	Virginica
6.0	Setosa
6.1	Setosa
4.0	Setosa
5.5	Setosa
6.7	Setosa
2.6	Versicolor
3.0	Virginica
4.4	Versicolor
8.1	Setosa
3.5	Virginica
7.6	Virginica
3.9	Versicolor
3.3	Virginica
3.2	Virginica
5.0	Virginica
3.2	Versicolor
5.7	Setosa
5.6	Virginica
7.9	Setosa
3.0	Virginica
6.1	Versicolor
5.9	Setosa
7.9	Setosa
4.0	Setosa
7.4	Setosa
3.3	Setosa
7.5	Versicolor
3.7	Setosa
4.1	Virginica
2.9	Versicolor
6.9	Setosa
2.2	Versicolor
5.7	Virginica
3.9	Versicolor
2.6	Versicolor
7.4	Versicolor
6.0	Setosa
4.7	Setosa
6.2	Versicolor
4.6	Virginica
6.1	Versicolor
8.7	Setosa
6.5	Virginica
3.5	Virginica
3.3	Setosa
7.5	Virginica
5.7	Virginica
5.9	Setosa
4.9	Setosa
5.7	Versicolor
2.9	Versicolor
6.3	Virginica
7.1	Virginica
4.3	Virginica
7.6	Virginica
