sepal.width	variety
4.0	Setosa
5.5	Setosa
3.5	Setosa
4.2	Setosa
3.3	Versicolor
6.9	Versicolor
3.0	Virginica
3.3	Virginica
2.7	Versicolor
7.5	Setosa
4.6	Setosa
5.5	Versicolor
5.4	Versicolor
5.2	Virginica
3.2	Virginica
7.1	Versicolor
5.0	Versicolor
5.5	Setosa
3.1	Virginica
7.5	Setosa
6.2	Versicolor
3.8	Setosa
3.0	Virginica
7.6	Setosa
5.0	Virginica
3.5	Setosa
3.0	Setosa
3.9	Versicolor
8.3	Setosa
3.9	Setosa
7.8	Virginica
6.3	Virginica
5.1	Versicolor
3.9	Setosa
3.4	Setosa
4.9	Virginica
6.9	Versicolor
7.5	Virginica
3.1	Virginica
6.0	Versicolor
5.7	Versicolor
3.9	Setosa
3.1	Virginica
3.3	Versicolor
7.8	Virginica
4.9	Setosa
6.1	Versicolor
6.0	Virginica
6.4	Versicolor
6.0	Virginica
6.2	Virginica
5.1	Setosa
6.9	Setosa
3.3	Versicolor
6.2	Virginica
4.6	Virginica
2.8	Virginica
3.9	Setosa
3.7	Versicolor
5.9	Versicolor
3.8	Virginica
6.8	Virginica
6.1	Setosa
4.0	Setosa
3.5	Virginica
4.7	Setosa
7.0	Virginica
4.3	Versicolor
7.4	Setosa
7.7	Versicolor
6.5	Versicolor
4.8	Setosa
4.8	Versicolor
6.1	Versicolor
5.7	Setosa
5.7	Setosa
4.9	Virginica
5.2	Virginica
3.3	Virginica
6.9	Setosa
6.9	Versicolor
5.5	Setosa
8.7	Setosa
4.8	Setosa
7.3	Virginica
7.7	Setosa
7.5	Virginica
5.4	Versicolor
5.0	Versicolor
5.5	Versicolor
3.0	Versicolor
6.8	Versicolor
4.6	Versicolor
4.8	Virginica
7.2	Virginica
7.6	Virginica
3.0	Virginica
6.3	Versicolor
5.5	Setosa
5.0	Versicolor
5.6	Virginica
6.7	Setosa
4.2	Setosa
5.0	Setosa
4.8	Virginica
