petal.width	variety
4.6	Versicolor
1.7	Setosa
1.8	Versicolor
2.2	Setosa
4.7	Setosa
2.2	Setosa
4.7	Setosa
0.3	Setosa
1.3	Versicolor
5.8	Virginica
2.4	Versicolor
6.2	Versicolor
5.5	Versicolor
2.7	Setosa
3.3	Setosa
2.0	Virginica
5.3	Virginica
0.4	Setosa
2.8	Versicolor
4.4	Virginica
0.7	Setosa
2.2	Setosa
1.9	Setosa
6.4	Virginica
3.7	Virginica
1.8	Setosa
4.8	Virginica
2.3	Virginica
1.3	Versicolor
4.2	Setosa
2.5	Versicolor
4.7	Setosa
3.3	Virginica
2.2	Setosa
2.8	Versicolor
4.1	Virginica
6.3	Virginica
1.8	Virginica
5.8	Virginica
2.0	Versicolor
2.7	Setosa
2.8	Versicolor
1.4	Versicolor
2.8	Virginica
4.0	Versicolor
4.3	Versicolor
3.7	Versicolor
4.8	Virginica
3.8	Setosa
4.2	Versicolor
2.0	Virginica
6.3	Virginica
4.9	Versicolor
5.5	Virginica
5.5	Virginica
5.3	Virginica
0.4	Setosa
4.8	Versicolor
2.9	Virginica
3.5	Virginica
4.5	Versicolor
5.8	Versicolor
2.7	Virginica
1.6	Setosa
3.5	Versicolor
1.7	Setosa
1.8	Virginica
1.6	Versicolor
2.6	Setosa
4.0	Setosa
6.3	Virginica
5.5	Virginica
1.9	Versicolor
3.7	Setosa
3.1	Versicolor
3.3	Virginica
3.6	Virginica
6.2	Virginica
1.7	Setosa
0.2	Setosa
3.7	Setosa
3.7	Setosa
3.5	Versicolor
5.8	Virginica
2.2	Setosa
4.2	Versicolor
3.9	Setosa
2.3	Versicolor
3.4	Versicolor
5.0	Versicolor
2.9	Versicolor
0.2	Setosa
0.3	Setosa
3.8	Virginica
2.2	Setosa
2.9	Virginica
5.2	Virginica
4.7	Versicolor
3.7	Setosa
4.5	Versicolor
1.6	Setosa
4.0	Versicolor
3.1	Virginica
1.6	Versicolor
5.6	Virginica
