sepal.length	sepal.width	variety
9.5	5.2	Versicolor
8.4	3.1	Setosa
9.5	7.5	Virginica
9.2	4.9	Virginica
7.1	5.0	Versicolor
9.3	3.2	Virginica
10.9	5.2	Virginica
5.4	4.5	Setosa
10.9	7.6	Virginica
7.1	6.5	Versicolor
8.3	3.5	Virginica
5.0	2.0	Versicolor
10.0	7.0	Virginica
10.3	3.2	Virginica
6.7	3.4	Versicolor
10.5	6.0	Virginica
10.4	5.7	Virginica
9.0	4.2	Versicolor
8.5	4.0	Virginica
7.8	3.1	Setosa
7.2	5.5	Virginica
9.4	6.9	Setosa
8.7	6.1	Versicolor
10.1	5.3	Versicolor
6.2	6.4	Versicolor
8.7	3.8	Virginica
7.2	7.6	Setosa
10.4	6.0	Virginica
7.0	3.8	Versicolor
10.1	4.8	Virginica
5.8	4.5	Setosa
5.5	7.0	Setosa
6.9	3.4	Versicolor
8.2	5.3	Virginica
7.2	4.7	Virginica
5.4	6.7	Setosa
7.2	4.8	Virginica
9.5	6.4	Versicolor
7.8	6.3	Versicolor
8.8	6.5	Setosa
10.8	6.3	Versicolor
6.0	4.0	Setosa
6.8	4.9	Setosa
8.0	3.1	Versicolor
6.9	5.0	Versicolor
6.1	5.4	Versicolor
12.2	5.3	Virginica
8.4	4.4	Versicolor
8.7	3.5	Setosa
8.4	4.3	Virginica
8.9	2.8	Virginica
9.0	4.8	Setosa
9.6	2.8	Versicolor
8.7	6.0	Virginica
11.1	2.9	Versicolor
7.4	7.4	Setosa
9.4	6.6	Setosa
9.0	3.7	Virginica
9.4	5.6	Virginica
11.2	5.0	Virginica
7.4	3.6	Virginica
9.4	4.1	Versicolor
10.4	7.3	Virginica
4.8	5.9	Setosa
10.3	6.7	Versicolor
9.5	4.9	Versicolor
7.9	6.1	Setosa
5.9	3.2	Versicolor
8.3	5.0	Virginica
7.0	5.7	Setosa
7.9	3.2	Virginica
8.5	2.3	Versicolor
9.6	6.4	Versicolor
8.7	5.7	Setosa
5.4	6.5	Virginica
9.6	3.3	Setosa
9.8	4.8	Versicolor
9.9	6.9	Setosa
10.2	5.6	Versicolor
9.9	2.8	Virginica
8.5	6.0	Setosa
6.6	6.2	Setosa
11.5	3.2	Versicolor
6.9	6.9	Setosa
6.8	3.2	Virginica
8.0	5.2	Virginica
8.5	5.4	Setosa
9.1	5.4	Setosa
9.0	4.5	Versicolor
9.6	6.0	Versicolor
6.2	6.2	Versicolor
6.1	5.0	Versicolor
10.6	5.5	Versicolor
8.2	6.6	Virginica
9.8	4.5	Versicolor
7.7	3.4	Setosa
8.7	6.3	Versicolor
7.5	5.4	Versicolor
7.7	3.7	Versicolor
9.2	7.7	Setosa
6.3	6.3	Virginica
8.3	5.4	Virginica
6.1	4.4	Setosa
5.4	6.0	Setosa
10.7	3.8	Virginica
