sepal.length	variety
10.8	Versicolor
6.6	Virginica
4.8	Setosa
6.9	Versicolor
11.4	Virginica
11.8	Virginica
5.3	Setosa
8.5	Versicolor
6.1	Setosa
6.4	Setosa
9.2	Versicolor
8.1	Virginica
6.1	Versicolor
7.5	Setosa
8.5	Versicolor
7.3	Setosa
7.3	Setosa
5.6	Setosa
9.4	Virginica
8.7	Virginica
9.4	Versicolor
7.9	Virginica
5.0	Versicolor
5.8	Virginica
10.1	Virginica
8.3	Virginica
7.5	Versicolor
8.6	Setosa
8.5	Setosa
8.4	Virginica
6.4	Virginica
8.3	Versicolor
8.4	Versicolor
9.1	Setosa
10.3	Virginica
8.1	Versicolor
5.5	Setosa
6.9	Setosa
9.0	Versicolor
8.1	Setosa
9.5	Versicolor
9.3	Virginica
7.9	Versicolor
8.0	Virginica
7.5	Virginica
7.7	Virginica
8.2	Virginica
7.3	Versicolor
7.0	Setosa
7.1	Setosa
8.0	Versicolor
10.4	Versicolor
8.7	Setosa
10.4	Virginica
8.7	Versicolor
8.2	Versicolor
8.7	Virginica
9.4	Virginica
9.1	Setosa
7.1	Setosa
6.6	Virginica
7.5	Versicolor
6.1	Setosa
7.7	Virginica
6.9	Virginica
6.4	Setosa
7.2	Setosa
7.3	Setosa
10.8	Virginica
6.5	Setosa
5.5	Versicolor
11.2	Virginica
7.3	Virginica
8.9	Setosa
10.5	Versicolor
9.2	Setosa
8.5	Setosa
9.0	Setosa
8.2	Virginica
8.0	Versicolor
6.6	Versicolor
7.2	Virginica
6.0	Setosa
8.2	Virginica
8.3	Versicolor
8.9	Virginica
9.4	Setosa
8.5	Virginica
11.2	Versicolor
7.3	Versicolor
10.1	Versicolor
10.1	Versicolor
8.9	Setosa
9.8	Virginica
9.2	Versicolor
11.0	Virginica
4.9	Versicolor
4.4	Setosa
5.6	Versicolor
7.9	Setosa
8.1	Setosa
9.1	Setosa
6.4	Setosa
6.0	Setosa
6.2	Versicolor
