sepal.length	sepal.width	petal.length	variety
6.1	5.0	6.4	Versicolor
4.4	2.9	4.4	Setosa
4.6	7.7	2.9	Setosa
5.7	3.2	2.8	Setosa
7.6	6.1	10.1	Virginica
9.9	4.1	5.1	Virginica
4.6	7.4	4.9	Setosa
10.8	3.9	9.6	Virginica
5.6	5.4	4.0	Setosa
8.5	3.2	2.2	Setosa
8.2	4.8	6.8	Virginica
9.3	5.0	9.5	Virginica
8.7	6.8	9.7	Virginica
7.9	4.7	8.7	Virginica
7.9	6.3	8.6	Virginica
7.6	3.3	5.9	Virginica
10.0	2.7	5.6	Versicolor
8.7	5.0	9.2	Virginica
8.4	4.3	6.6	Virginica
8.3	5.9	9.1	Virginica
8.3	2.7	5.6	Versicolor
10.2	4.9	2.0	Setosa
7.6	5.5	1.9	Setosa
7.9	4.1	1.9	Setosa
7.7	7.0	7.8	Virginica
8.4	5.0	4.4	Setosa
7.1	7.5	8.6	Versicolor
6.5	7.6	4.9	Setosa
8.2	5.6	6.6	Virginica
10.6	4.8	4.0	Versicolor
8.2	5.6	7.7	Versicolor
9.3	2.5	4.9	Versicolor
9.7	6.5	10.6	Virginica
8.5	3.8	7.3	Versicolor
8.1	6.5	7.6	Virginica
8.3	7.5	1.2	Setosa
9.6	5.8	4.0	Setosa
10.8	2.8	6.1	Virginica
8.0	5.0	4.1	Setosa
11.4	6.8	7.1	Virginica
9.0	6.5	6.3	Virginica
7.5	6.7	4.5	Versicolor
9.2	7.5	6.3	Virginica
7.8	3.7	6.1	Virginica
5.3	3.1	5.1	Setosa
8.2	6.3	6.6	Versicolor
7.7	7.0	9.5	Virginica
9.1	4.1	4.0	Setosa
8.0	3.7	8.1	Virginica
9.6	6.8	7.2	Versicolor
8.8	3.2	8.4	Virginica
8.9	3.7	7.0	Versicolor
7.8	4.9	2.1	Setosa
11.3	2.8	8.8	Versicolor
7.6	3.5	4.9	Setosa
8.8	7.5	5.4	Setosa
7.9	6.6	9.4	Virginica
9.2	3.0	7.7	Versicolor
9.4	5.2	6.8	Virginica
8.0	7.7	7.7	Versicolor
6.0	7.4	2.1	Setosa
8.3	6.0	3.4	Setosa
11.7	4.6	6.6	Virginica
9.6	3.4	6.1	Versicolor
5.2	6.1	2.5	Setosa
8.7	3.4	6.4	Virginica
8.1	2.9	8.6	Versicolor
7.8	7.2	9.6	Virginica
8.0	2.3	5.0	Versicolor
8.2	6.8	8.2	Virginica
7.5	5.5	9.5	Virginica
8.1	7.5	8.6	Versicolor
9.3	6.8	6.4	Versicolor
8.1	7.0	8.9	Versicolor
7.2	4.0	9.5	Versicolor
9.4	8.4	2.8	Setosa
9.3	6.0	8.5	Virginica
8.4	7.4	5.3	Versicolor
6.0	6.4	5.3	Versicolor
8.6	6.2	4.2	Versicolor
8.0	3.4	7.2	Versicolor
6.9	4.2	6.8	Virginica
6.7	5.7	2.6	Setosa
6.0	6.2	1.4	Setosa
6.2	6.2	5.9	Versicolor
7.9	3.0	4.5	Virginica
8.4	3.1	6.9	Versicolor
9.2	7.9	5.4	Setosa
7.1	4.1	5.0	Setosa
10.7	4.6	11.4	Virginica
9.0	3.9	9.0	Versicolor
5.7	7.1	8.0	Versicolor
6.5	7.1	4.9	Versicolor
9.6	4.5	7.9	Virginica
8.8	6.6	5.0	Versicolor
10.3	5.7	3.9	Versicolor
8.9	6.4	5.0	Setosa
9.0	3.5	3.8	Setosa
8.3	5.0	5.1	Setosa
5.1	3.7	2.0	Setosa
5.5	4.8	3.9	Setosa
6.2	6.9	6.7	Versicolor
6.1	3.9	7.7	Versicolor
9.1	5.0	10.4	Virginica
9.3	4.2	10.4	Virginica
