sepal.length	sepal.width	petal.length	petal.width	variety
8.8	5.1	2.6	1.7	Setosa
6.3	4.5	9.4	5.5	Versicolor
8.0	7.9	1.5	3.2	Setosa
8.1	8.3	4.1	1.7	Setosa
8.4	7.4	4.8	1.8	Versicolor
6.0	3.5	3.1	4.7	Setosa
9.3	6.3	5.1	3.0	Virginica
5.6	7.0	7.9	1.1	Versicolor
9.3	4.7	6.6	4.4	Virginica
8.6	5.0	7.6	5.4	Versicolor
9.2	6.9	8.7	4.3	Versicolor
6.3	7.9	4.4	2.7	Setosa
10.4	4.3	7.6	5.7	Virginica
6.3	3.3	4.9	4.8	Versicolor
7.9	4.3	8.9	3.5	Virginica
7.7	5.3	7.1	5.3	Versicolor
4.9	5.9	3.9	1.7	Setosa
9.7	4.5	6.3	2.8	Virginica
10.4	3.6	9.1	5.8	Virginica
6.9	6.2	6.5	6.0	Versicolor
10.7	7.8	8.7	5.1	Virginica
9.0	6.5	4.0	3.0	Versicolor
8.6	5.0	4.9	4.8	Virginica
9.6	4.5	8.4	2.1	Virginica
8.4	6.9	1.3	4.9	Setosa
10.8	4.3	6.0	3.0	Virginica
9.2	3.7	5.3	1.7	Setosa
9.4	4.6	7.9	2.6	Virginica
9.6	7.8	3.0	2.8	Setosa
4.3	4.0	5.1	3.6	Setosa
9.0	2.6	8.9	5.7	Versicolor
6.8	3.9	6.6	6.4	Virginica
7.9	6.0	5.3	1.2	Setosa
8.3	6.2	7.4	3.8	Virginica
10.4	3.8	8.6	5.1	Virginica
8.3	3.0	2.9	4.6	Setosa
10.7	5.8	8.7	2.2	Virginica
5.9	5.5	6.5	4.0	Versicolor
9.9	4.1	8.4	4.0	Versicolor
12.1	4.0	6.6	4.6	Virginica
10.5	7.5	7.7	6.5	Virginica
9.6	5.3	9.4	3.0	Virginica
6.3	2.5	7.5	5.9	Virginica
10.6	3.5	8.9	5.4	Versicolor
8.1	5.5	7.6	2.8	Versicolor
8.0	4.5	8.8	1.8	Virginica
9.5	4.3	3.8	3.5	Versicolor
9.6	4.5	9.0	3.5	Versicolor
8.7	6.9	5.9	0.2	Setosa
7.5	6.6	1.4	0.2	Setosa
6.0	4.3	2.3	3.3	Setosa
10.7	3.8	9.7	5.5	Virginica
10.1	4.8	4.5	3.8	Versicolor
6.6	4.9	2.5	1.2	Setosa
10.0	3.3	4.6	4.5	Versicolor
7.5	6.5	6.0	5.3	Virginica
9.7	7.0	8.7	2.8	Virginica
10.2	4.6	9.6	4.4	Virginica
6.1	7.5	4.4	3.2	Setosa
5.8	6.2	3.0	2.7	Setosa
9.5	6.2	5.7	3.4	Versicolor
10.2	3.6	5.2	5.0	Versicolor
8.0	3.9	8.5	4.1	Versicolor
10.4	6.7	7.3	4.4	Virginica
8.9	3.0	7.2	3.0	Versicolor
5.2	8.0	4.5	2.2	Setosa
7.7	2.7	8.4	2.4	Versicolor
10.7	6.3	9.3	4.3	Virginica
12.2	4.8	10.7	2.5	Virginica
4.9	3.5	4.9	2.7	Setosa
6.8	3.7	5.4	5.3	Virginica
9.3	3.1	6.0	4.7	Versicolor
5.6	4.5	4.0	4.6	Versicolor
9.6	5.1	9.6	5.9	Virginica
8.2	6.5	7.5	4.0	Virginica
9.9	6.4	2.2	4.2	Setosa
8.4	4.2	5.8	3.3	Versicolor
9.1	8.1	5.5	3.2	Setosa
6.6	3.8	7.2	1.7	Versicolor
9.2	5.2	9.0	3.0	Versicolor
9.7	4.5	7.0	5.2	Versicolor
8.2	3.8	4.7	4.3	Setosa
9.1	3.2	7.2	5.3	Versicolor
8.1	5.3	4.2	5.0	Setosa
6.0	3.8	6.0	1.3	Versicolor
7.6	7.6	3.5	0.2	Setosa
5.8	3.7	8.1	4.9	Virginica
6.2	4.9	6.4	6.8	Virginica
6.3	5.0	1.2	2.7	Setosa
6.6	3.4	9.2	2.4	Versicolor
9.5	6.2	8.0	1.0	Versicolor
9.5	4.5	6.8	4.2	Virginica
7.2	6.9	1.5	2.9	Setosa
9.5	2.9	5.0	6.0	Versicolor
5.1	6.7	2.9	1.2	Setosa
8.4	3.0	7.0	1.7	Virginica
7.7	7.7	2.6	3.7	Setosa
8.3	3.8	6.3	4.4	Versicolor
7.8	6.2	5.1	2.0	Versicolor
7.4	5.2	7.2	4.8	Virginica
10.0	2.7	7.0	4.5	Virginica
8.3	6.9	8.8	2.8	Virginica
8.7	3.9	6.3	2.3	Versicolor
10.8	7.3	6.7	1.6	Versicolor
8.9	7.2	5.8	6.8	Virginica
