petal.width	variety
4.5	Versicolor
3.5	Versicolor
5.3	Virginica
4.5	Versicolor
6.8	Virginica
4.3	Versicolor
5.6	Virginica
4.6	Versicolor
0.6	Setosa
5.9	Versicolor
4.0	Virginica
0.2	Setosa
2.8	Versicolor
3.1	Setosa
4.2	Virginica
3.7	Setosa
7.0	Virginica
2.1	Virginica
2.8	Virginica
5.4	Versicolor
2.8	Versicolor
1.7	Setosa
4.2	Setosa
6.7	Virginica
2.4	Setosa
3.8	Versicolor
2.0	Virginica
2.4	Virginica
4.3	Versicolor
3.2	Setosa
6.3	Virginica
1.8	Virginica
6.1	Versicolor
5.0	Versicolor
5.3	Virginica
5.6	Versicolor
4.4	Virginica
5.0	Virginica
3.0	Virginica
1.4	Setosa
3.5	Versicolor
0.3	Setosa
3.7	Setosa
4.7	Setosa
4.8	Setosa
5.3	Virginica
6.0	Versicolor
4.0	Versicolor
2.8	Versicolor
1.7	Versicolor
2.5	Versicolor
1.7	Setosa
2.1	Virginica
2.5	Versicolor
2.1	Virginica
1.3	Setosa
5.8	Virginica
3.7	Setosa
5.8	Virginica
4.4	Setosa
2.8	Setosa
5.3	Virginica
3.7	Setosa
1.7	Versicolor
3.8	Versicolor
4.6	Versicolor
5.5	Versicolor
2.5	Virginica
2.8	Versicolor
2.2	Setosa
5.4	Virginica
5.5	Versicolor
0.4	Setosa
2.5	Versicolor
0.2	Setosa
1.5	Versicolor
2.0	Virginica
4.3	Virginica
6.1	Virginica
1.9	Virginica
1.7	Setosa
1.2	Setosa
2.4	Versicolor
4.6	Virginica
3.4	Virginica
2.2	Setosa
4.9	Setosa
4.5	Versicolor
4.3	Versicolor
4.9	Versicolor
3.8	Virginica
5.3	Virginica
4.4	Virginica
4.0	Setosa
3.2	Setosa
3.7	Versicolor
5.1	Versicolor
5.0	Virginica
3.1	Setosa
5.4	Versicolor
1.6	Setosa
1.8	Versicolor
6.4	Virginica
2.3	Setosa
1.7	Virginica
