petal.width	variety
5.0	Versicolor
1.4	Setosa
6.2	Virginica
3.2	Setosa
1.8	Versicolor
4.5	Versicolor
4.2	Setosa
4.8	Versicolor
6.3	Virginica
5.8	Virginica
2.9	Setosa
4.4	Versicolor
3.2	Setosa
4.8	Versicolor
3.2	Versicolor
1.5	Virginica
5.8	Virginica
2.1	Versicolor
1.6	Setosa
3.7	Setosa
5.2	Virginica
6.3	Virginica
4.0	Versicolor
1.9	Virginica
3.9	Versicolor
3.8	Virginica
2.3	Virginica
4.7	Setosa
2.1	Setosa
1.8	Setosa
1.5	Versicolor
2.5	Versicolor
4.7	Versicolor
4.3	Versicolor
2.7	Setosa
5.7	Versicolor
1.0	Versicolor
1.7	Setosa
3.4	Virginica
1.4	Setosa
5.6	Virginica
3.5	Virginica
5.7	Virginica
5.3	Versicolor
6.0	Virginica
1.2	Setosa
6.3	Virginica
3.4	Virginica
5.3	Versicolor
4.4	Virginica
3.9	Virginica
0.2	Setosa
6.7	Virginica
4.7	Setosa
0.2	Setosa
1.1	Setosa
2.9	Virginica
0.7	Setosa
2.6	Virginica
4.1	Virginica
5.8	Versicolor
2.3	Virginica
3.8	Setosa
6.5	Virginica
3.0	Virginica
5.4	Virginica
0.7	Setosa
1.0	Versicolor
3.0	Versicolor
3.4	Setosa
2.7	Setosa
2.4	Versicolor
6.3	Versicolor
2.8	Versicolor
4.4	Virginica
0.1	Setosa
3.5	Virginica
3.3	Virginica
0.7	Setosa
3.2	Setosa
5.8	Versicolor
5.3	Virginica
3.7	Setosa
0.8	Setosa
2.3	Setosa
2.0	Versicolor
5.5	Versicolor
2.3	Virginica
2.8	Setosa
2.7	Setosa
5.8	Virginica
4.5	Versicolor
3.3	Setosa
2.9	Setosa
3.9	Versicolor
1.2	Setosa
3.9	Setosa
5.8	Versicolor
3.7	Versicolor
4.7	Setosa
1.2	Versicolor
4.8	Virginica
5.0	Versicolor
5.4	Virginica
4.0	Versicolor
