sepal.width	variety
6.9	Versicolor
5.9	Versicolor
7.7	Virginica
3.8	Virginica
5.8	Setosa
5.5	Versicolor
4.4	Setosa
5.3	Setosa
6.3	Virginica
5.5	Versicolor
5.3	Setosa
4.3	Versicolor
4.2	Setosa
6.0	Virginica
4.0	Setosa
3.6	Versicolor
4.3	Virginica
2.9	Setosa
5.6	Setosa
8.1	Virginica
4.7	Versicolor
7.7	Setosa
3.4	Setosa
6.3	Virginica
2.8	Versicolor
6.7	Virginica
4.6	Setosa
7.5	Versicolor
7.4	Versicolor
6.6	Setosa
5.8	Virginica
3.0	Virginica
5.7	Versicolor
4.2	Virginica
7.7	Virginica
3.4	Setosa
5.8	Virginica
7.0	Setosa
7.2	Versicolor
7.2	Setosa
5.7	Virginica
7.3	Virginica
6.8	Virginica
6.4	Versicolor
6.0	Virginica
3.5	Setosa
7.2	Setosa
7.8	Setosa
4.5	Setosa
5.8	Versicolor
6.3	Setosa
6.1	Virginica
6.4	Virginica
3.0	Versicolor
7.4	Setosa
4.9	Setosa
3.6	Setosa
2.7	Virginica
3.5	Virginica
7.4	Virginica
5.7	Setosa
5.0	Virginica
3.7	Setosa
7.0	Versicolor
3.4	Versicolor
3.5	Setosa
7.1	Virginica
7.0	Setosa
3.0	Virginica
5.3	Versicolor
6.7	Versicolor
4.1	Virginica
5.0	Virginica
3.9	Virginica
4.1	Setosa
5.8	Versicolor
7.3	Virginica
6.4	Setosa
3.5	Versicolor
6.7	Virginica
3.8	Virginica
6.0	Setosa
6.7	Virginica
2.4	Versicolor
2.9	Versicolor
4.7	Virginica
7.0	Virginica
4.0	Versicolor
4.1	Virginica
3.0	Setosa
6.5	Virginica
8.1	Setosa
5.3	Versicolor
4.7	Versicolor
7.5	Virginica
8.3	Setosa
3.5	Virginica
4.7	Setosa
7.4	Setosa
6.7	Setosa
5.6	Versicolor
7.0	Virginica
5.4	Setosa
7.9	Setosa
4.5	Versicolor
