sepal.width	variety
5.7	Versicolor
3.7	Versicolor
6.4	Versicolor
2.8	Versicolor
6.9	Versicolor
3.0	Virginica
4.0	Setosa
3.9	Setosa
7.7	Setosa
7.3	Virginica
5.9	Virginica
5.1	Versicolor
4.6	Versicolor
7.9	Setosa
7.9	Setosa
2.8	Versicolor
3.9	Setosa
6.5	Versicolor
5.7	Virginica
3.5	Setosa
6.0	Versicolor
3.5	Virginica
5.3	Virginica
6.6	Virginica
6.6	Versicolor
6.0	Virginica
4.2	Setosa
7.5	Virginica
4.0	Setosa
4.6	Setosa
7.5	Setosa
6.4	Setosa
7.1	Setosa
7.7	Virginica
3.5	Setosa
3.3	Versicolor
4.0	Versicolor
3.8	Setosa
4.8	Virginica
3.4	Versicolor
4.5	Versicolor
5.7	Virginica
4.1	Setosa
7.0	Virginica
4.2	Versicolor
5.5	Setosa
6.0	Setosa
6.3	Virginica
4.1	Virginica
7.4	Virginica
6.5	Versicolor
2.6	Versicolor
5.1	Versicolor
5.1	Setosa
6.1	Virginica
4.9	Versicolor
3.7	Versicolor
3.9	Versicolor
6.8	Setosa
6.0	Versicolor
4.4	Setosa
3.8	Virginica
5.5	Versicolor
5.7	Setosa
7.7	Setosa
5.8	Virginica
5.0	Virginica
6.7	Versicolor
3.6	Virginica
5.2	Virginica
8.1	Setosa
5.0	Versicolor
7.3	Setosa
5.6	Versicolor
4.4	Setosa
4.0	Virginica
7.5	Setosa
3.0	Virginica
4.8	Setosa
5.9	Versicolor
7.7	Setosa
4.6	Setosa
6.4	Setosa
4.8	Virginica
7.5	Virginica
6.8	Virginica
7.4	Setosa
7.2	Setosa
5.1	Virginica
6.3	Versicolor
3.7	Virginica
3.9	Versicolor
4.4	Versicolor
3.2	Virginica
5.5	Versicolor
3.9	Virginica
7.4	Setosa
6.5	Setosa
5.2	Versicolor
7.1	Virginica
8.1	Setosa
3.9	Virginica
5.5	Virginica
6.5	Setosa
7.0	Versicolor
