sepal.length	variety
11.4	Virginica
6.3	Virginica
5.7	Setosa
8.1	Versicolor
8.2	Versicolor
7.3	Setosa
6.5	Versicolor
7.6	Setosa
9.6	Versicolor
9.3	Virginica
9.7	Virginica
7.4	Versicolor
9.7	Versicolor
6.7	Versicolor
8.9	Setosa
5.8	Setosa
6.2	Versicolor
8.0	Setosa
6.0	Setosa
5.7	Setosa
6.8	Versicolor
10.6	Versicolor
7.6	Virginica
9.1	Setosa
10.9	Versicolor
7.1	Setosa
8.4	Setosa
6.8	Setosa
7.4	Setosa
6.9	Setosa
9.1	Setosa
7.2	Setosa
6.6	Versicolor
6.5	Setosa
9.7	Setosa
8.6	Versicolor
6.5	Virginica
11.2	Virginica
7.8	Virginica
9.9	Virginica
7.4	Versicolor
9.7	Versicolor
6.7	Versicolor
8.3	Versicolor
6.7	Virginica
10.5	Virginica
10.3	Versicolor
8.2	Versicolor
8.5	Versicolor
4.9	Setosa
7.5	Versicolor
7.7	Virginica
7.2	Versicolor
8.6	Setosa
8.0	Setosa
7.3	Virginica
7.1	Setosa
7.6	Versicolor
10.8	Versicolor
6.8	Setosa
6.6	Setosa
8.0	Setosa
8.5	Versicolor
9.4	Versicolor
8.0	Setosa
9.7	Virginica
4.8	Setosa
9.5	Versicolor
6.4	Virginica
10.8	Virginica
10.2	Virginica
6.7	Setosa
8.1	Setosa
7.6	Versicolor
8.4	Virginica
9.2	Setosa
6.0	Setosa
9.1	Setosa
7.2	Virginica
8.8	Setosa
9.1	Versicolor
7.9	Setosa
7.4	Versicolor
6.0	Versicolor
7.6	Setosa
6.5	Versicolor
7.1	Setosa
10.9	Virginica
7.4	Virginica
7.9	Virginica
12.2	Virginica
9.3	Virginica
8.2	Virginica
6.5	Setosa
7.7	Virginica
10.2	Virginica
9.6	Virginica
7.4	Setosa
12.2	Virginica
7.0	Virginica
7.6	Virginica
4.9	Setosa
9.2	Virginica
9.0	Versicolor
5.5	Versicolor
