sepal.width	petal.length	variety
5.5	7.0	Versicolor
4.4	3.3	Versicolor
5.5	6.1	Setosa
6.9	1.7	Setosa
4.5	4.9	Versicolor
6.3	9.7	Virginica
3.5	7.0	Versicolor
2.6	7.9	Versicolor
4.8	7.5	Virginica
3.3	5.7	Virginica
2.5	9.5	Virginica
3.4	6.2	Versicolor
6.8	6.9	Virginica
5.1	5.0	Setosa
2.5	8.5	Versicolor
6.7	8.7	Virginica
8.3	2.0	Setosa
3.7	8.0	Versicolor
5.0	2.7	Setosa
7.5	10.0	Virginica
4.3	11.2	Virginica
5.7	2.9	Setosa
3.9	6.3	Versicolor
3.8	5.6	Virginica
4.5	7.6	Virginica
3.0	5.5	Virginica
7.5	4.1	Versicolor
7.8	5.1	Setosa
6.4	4.5	Setosa
6.0	2.9	Setosa
4.3	4.5	Versicolor
4.5	2.8	Setosa
3.4	7.1	Versicolor
5.9	9.4	Virginica
4.1	1.5	Setosa
3.2	4.1	Versicolor
5.0	2.4	Setosa
3.4	8.6	Virginica
4.4	3.2	Setosa
3.6	10.4	Virginica
3.5	7.5	Virginica
6.4	7.2	Versicolor
4.8	5.7	Setosa
3.8	7.2	Versicolor
4.8	2.4	Setosa
7.5	3.1	Setosa
3.8	8.1	Versicolor
5.7	8.9	Virginica
6.0	6.8	Virginica
7.4	5.8	Setosa
2.9	7.6	Versicolor
4.5	3.8	Setosa
4.0	6.2	Versicolor
7.2	3.9	Versicolor
7.6	5.4	Versicolor
5.5	9.4	Virginica
6.3	3.3	Versicolor
7.6	7.2	Versicolor
4.6	5.4	Setosa
3.5	6.2	Virginica
5.6	10.1	Virginica
6.2	5.5	Setosa
4.0	1.5	Setosa
4.0	6.0	Versicolor
4.9	5.6	Virginica
4.7	7.3	Versicolor
5.9	8.0	Versicolor
5.1	4.4	Versicolor
5.5	5.9	Setosa
6.6	6.5	Virginica
2.7	8.8	Virginica
5.4	2.4	Setosa
4.2	4.2	Versicolor
7.1	4.4	Setosa
3.1	6.5	Versicolor
3.8	8.5	Versicolor
6.0	9.3	Virginica
6.0	4.4	Setosa
3.3	9.6	Virginica
7.4	4.4	Setosa
5.8	7.6	Versicolor
5.7	9.9	Virginica
4.1	6.5	Versicolor
4.7	5.1	Virginica
6.6	4.1	Setosa
5.1	4.0	Setosa
2.7	6.6	Virginica
3.5	6.0	Virginica
5.2	4.7	Versicolor
4.8	8.7	Versicolor
3.3	4.8	Virginica
7.5	6.6	Versicolor
3.5	7.6	Virginica
3.0	7.5	Versicolor
5.5	8.7	Versicolor
7.9	5.6	Setosa
4.5	4.8	Setosa
6.5	6.9	Versicolor
6.7	9.5	Virginica
2.3	8.4	Versicolor
3.7	2.6	Setosa
6.1	6.0	Setosa
6.0	7.3	Virginica
7.3	6.6	Virginica
3.2	1.3	Setosa
