sepal.width	petal.length	petal.width	variety
6.8	6.4	6.0	Virginica
7.8	1.5	4.8	Setosa
4.0	7.8	3.7	Virginica
3.4	1.9	4.2	Setosa
4.0	5.5	5.5	Versicolor
7.1	9.6	5.9	Virginica
3.7	8.3	4.3	Versicolor
6.3	10.2	5.7	Virginica
6.2	7.2	4.9	Versicolor
3.4	4.7	4.2	Setosa
5.5	6.6	6.3	Virginica
3.7	5.3	4.3	Virginica
7.2	1.4	4.2	Setosa
7.5	5.6	1.1	Setosa
7.4	5.0	4.2	Setosa
4.0	7.4	2.6	Versicolor
4.5	3.8	2.7	Setosa
3.5	5.5	1.2	Setosa
5.9	5.7	3.4	Setosa
6.5	7.5	6.0	Versicolor
3.8	6.1	3.3	Versicolor
7.4	5.7	2.8	Versicolor
5.2	2.3	1.7	Setosa
4.8	10.0	5.0	Virginica
7.3	6.2	0.3	Setosa
6.0	6.0	4.7	Virginica
5.6	4.9	5.2	Versicolor
8.9	4.5	3.4	Setosa
3.6	8.6	3.0	Virginica
4.5	7.5	3.5	Versicolor
2.6	5.5	2.2	Versicolor
6.0	7.2	5.0	Virginica
6.4	7.1	3.3	Versicolor
5.0	7.8	1.6	Virginica
7.4	3.4	3.7	Setosa
3.6	5.0	3.0	Versicolor
3.4	6.8	2.8	Versicolor
6.8	7.0	4.8	Versicolor
4.7	5.5	0.7	Setosa
5.6	6.1	6.3	Virginica
3.5	7.6	2.8	Virginica
5.1	3.5	3.7	Setosa
4.3	7.6	4.4	Virginica
7.0	8.0	4.0	Virginica
6.0	5.1	4.8	Versicolor
5.7	9.0	4.5	Virginica
5.4	8.1	4.3	Virginica
5.2	4.4	1.4	Versicolor
7.0	9.0	5.2	Versicolor
4.3	9.1	3.5	Versicolor
5.8	7.4	5.0	Virginica
3.5	9.1	6.6	Virginica
3.4	10.8	5.3	Virginica
6.4	9.1	2.8	Versicolor
5.1	6.6	4.9	Virginica
5.5	5.2	3.7	Versicolor
3.9	5.0	6.0	Versicolor
6.0	7.3	2.3	Virginica
3.7	9.6	4.0	Virginica
5.5	6.3	2.3	Virginica
7.6	3.9	2.7	Setosa
4.6	2.0	3.1	Setosa
7.7	2.5	3.9	Setosa
3.2	3.9	2.7	Versicolor
5.3	4.1	3.2	Setosa
5.5	8.1	2.4	Versicolor
6.2	6.5	3.5	Versicolor
3.8	3.8	4.3	Setosa
7.0	3.9	2.2	Setosa
3.8	8.2	2.5	Virginica
5.5	2.7	4.7	Setosa
4.0	5.9	5.6	Virginica
3.0	4.9	5.9	Versicolor
7.6	1.4	3.6	Setosa
3.4	3.4	4.8	Setosa
5.8	9.2	5.7	Versicolor
7.3	5.5	2.3	Versicolor
2.4	3.8	3.6	Versicolor
3.9	3.1	4.9	Setosa
6.9	5.1	4.7	Setosa
7.0	5.0	2.6	Versicolor
2.9	8.3	3.3	Versicolor
7.2	4.1	3.0	Versicolor
3.1	7.4	4.5	Versicolor
3.4	7.7	5.5	Versicolor
4.2	6.3	4.9	Virginica
5.5	7.0	5.6	Virginica
6.0	4.9	2.0	Versicolor
4.0	8.5	3.8	Versicolor
2.6	9.4	6.8	Virginica
6.1	9.4	2.1	Virginica
3.4	7.1	5.9	Virginica
6.2	3.2	2.7	Setosa
3.8	3.7	3.5	Setosa
7.1	10.0	6.3	Virginica
7.4	2.5	0.4	Setosa
4.1	9.2	2.0	Versicolor
4.5	2.8	2.7	Setosa
5.3	5.8	3.9	Versicolor
5.2	6.4	5.3	Virginica
7.0	10.0	5.3	Virginica
5.8	6.8	2.0	Versicolor
5.3	9.7	5.0	Virginica
7.3	9.1	4.0	Virginica
3.9	8.0	5.1	Versicolor
