sepal.width	petal.length	petal.width	variety
6.0	7.0	1.0	Versicolor
5.6	6.4	1.9	Versicolor
4.5	8.0	3.3	Versicolor
3.0	8.6	2.8	Virginica
7.9	4.7	0.7	Setosa
7.0	4.6	4.8	Versicolor
4.5	3.8	2.2	Setosa
3.6	9.4	5.0	Versicolor
6.7	4.5	2.4	Setosa
6.7	7.8	4.8	Virginica
6.5	9.0	4.2	Virginica
3.0	5.5	4.5	Versicolor
7.0	3.5	4.1	Versicolor
5.3	8.4	3.5	Virginica
6.7	8.7	3.4	Versicolor
4.0	5.6	3.6	Setosa
7.8	10.7	4.7	Virginica
7.6	2.1	4.2	Setosa
6.4	5.4	3.7	Setosa
3.6	8.6	3.5	Virginica
4.7	5.9	5.4	Versicolor
5.0	4.4	4.4	Versicolor
3.3	6.3	3.9	Versicolor
3.4	2.4	4.3	Setosa
7.0	5.8	1.7	Setosa
6.8	10.9	4.0	Virginica
5.3	5.8	2.8	Virginica
4.6	4.0	3.2	Setosa
4.2	4.4	4.2	Versicolor
5.3	1.8	4.8	Setosa
5.9	5.8	1.4	Setosa
3.6	8.0	5.7	Versicolor
6.3	6.0	3.5	Virginica
5.5	6.4	1.5	Versicolor
5.3	5.1	5.0	Versicolor
3.8	7.0	3.3	Versicolor
4.4	7.9	4.8	Virginica
5.3	6.1	4.7	Setosa
3.5	7.7	3.8	Virginica
5.7	7.5	3.3	Virginica
3.5	9.5	3.0	Virginica
5.7	6.6	5.1	Versicolor
5.0	5.6	1.7	Setosa
5.1	8.0	5.8	Virginica
5.2	7.2	2.8	Virginica
4.0	1.4	4.8	Setosa
5.5	4.9	2.6	Setosa
5.3	2.7	0.3	Setosa
4.5	8.4	4.1	Virginica
6.5	9.8	5.7	Virginica
4.4	4.3	4.6	Versicolor
5.4	7.3	1.8	Virginica
4.8	6.4	2.8	Versicolor
6.9	4.0	2.9	Setosa
3.7	8.2	5.8	Versicolor
4.5	7.5	5.9	Virginica
3.0	6.7	5.5	Virginica
4.3	3.4	3.4	Setosa
5.3	10.7	3.0	Virginica
5.0	2.9	1.8	Setosa
4.7	7.3	2.4	Virginica
2.5	3.9	4.1	Versicolor
5.7	2.0	1.2	Setosa
3.4	5.6	2.4	Virginica
5.0	5.4	1.7	Setosa
6.9	5.5	3.2	Setosa
3.5	6.8	4.8	Virginica
2.8	7.7	1.7	Versicolor
7.2	5.3	2.2	Setosa
6.0	8.0	2.1	Virginica
4.5	7.6	4.6	Virginica
6.6	2.4	0.2	Setosa
4.1	4.5	3.2	Setosa
4.9	6.1	2.3	Versicolor
5.1	6.9	6.8	Virginica
6.3	4.7	5.1	Versicolor
5.5	3.7	4.2	Setosa
2.7	8.0	5.0	Versicolor
6.0	5.5	5.2	Versicolor
4.6	6.4	2.6	Virginica
6.2	1.2	2.2	Setosa
6.9	4.1	3.9	Setosa
3.6	9.6	3.8	Virginica
6.7	8.0	1.5	Versicolor
7.7	6.6	5.5	Virginica
4.0	1.8	3.8	Setosa
3.3	8.6	2.8	Versicolor
7.3	4.4	3.7	Setosa
3.1	7.2	6.0	Versicolor
7.0	6.0	5.0	Versicolor
4.4	2.4	3.2	Setosa
6.9	8.5	5.6	Versicolor
3.9	4.2	1.0	Versicolor
5.8	9.6	5.0	Virginica
6.7	3.8	2.2	Setosa
7.5	7.7	3.7	Versicolor
7.0	10.3	4.6	Virginica
2.7	6.0	4.0	Virginica
7.1	5.5	0.7	Setosa
7.0	2.5	4.2	Setosa
4.4	5.0	4.9	Setosa
6.9	3.4	2.2	Setosa
6.8	5.5	1.3	Versicolor
2.7	9.6	2.4	Virginica
4.8	9.6	4.4	Virginica
