petal.length	petal.width	variety
6.1	2.2	Setosa
2.1	2.9	Setosa
4.0	1.2	Setosa
9.6	2.5	Virginica
9.7	6.3	Virginica
6.8	2.2	Virginica
8.4	1.7	Versicolor
6.2	1.9	Versicolor
6.0	5.3	Virginica
3.0	0.7	Setosa
8.3	5.1	Virginica
3.5	1.5	Versicolor
9.4	6.3	Virginica
2.3	4.2	Setosa
6.4	5.8	Versicolor
4.2	4.5	Versicolor
4.2	3.4	Setosa
4.1	0.2	Setosa
3.5	4.8	Setosa
4.9	4.1	Setosa
8.1	1.9	Versicolor
8.6	6.3	Virginica
4.6	0.7	Setosa
7.9	4.8	Virginica
1.3	0.2	Setosa
5.0	4.9	Setosa
5.1	3.7	Setosa
9.6	4.1	Virginica
10.7	5.2	Virginica
3.0	1.2	Setosa
6.9	5.4	Versicolor
3.9	0.7	Setosa
4.9	4.9	Versicolor
3.4	1.7	Setosa
8.0	4.0	Versicolor
10.8	3.8	Virginica
1.5	4.2	Setosa
4.0	2.9	Setosa
6.8	3.6	Versicolor
5.2	5.8	Versicolor
7.0	2.5	Versicolor
8.5	2.7	Versicolor
9.3	6.3	Virginica
3.9	2.7	Versicolor
8.0	1.6	Versicolor
5.9	4.6	Virginica
6.1	5.5	Versicolor
9.0	3.5	Versicolor
6.1	3.6	Setosa
6.8	1.8	Versicolor
2.3	1.2	Setosa
8.6	4.9	Virginica
7.6	5.8	Versicolor
3.5	2.4	Setosa
3.3	3.7	Setosa
6.0	4.1	Versicolor
6.3	1.8	Virginica
1.4	4.2	Setosa
9.0	3.1	Virginica
1.9	0.8	Setosa
9.9	3.1	Virginica
4.5	3.3	Versicolor
6.1	3.9	Virginica
5.4	0.3	Setosa
6.6	5.8	Virginica
6.2	2.2	Setosa
9.4	6.0	Versicolor
2.3	0.3	Setosa
9.0	3.5	Versicolor
1.1	4.1	Setosa
3.2	1.5	Setosa
1.9	4.4	Setosa
10.0	4.0	Virginica
2.7	0.7	Setosa
6.7	2.3	Versicolor
8.6	5.9	Virginica
5.7	3.7	Setosa
7.8	3.9	Virginica
8.4	5.3	Virginica
8.6	6.9	Virginica
6.0	4.2	Versicolor
4.0	4.7	Setosa
8.6	6.1	Virginica
9.2	4.0	Virginica
4.0	3.8	Versicolor
8.5	2.9	Virginica
6.3	3.8	Virginica
7.1	2.7	Virginica
7.5	3.8	Virginica
6.5	5.8	Virginica
6.0	3.0	Versicolor
1.9	1.7	Setosa
4.9	1.7	Setosa
1.5	3.7	Setosa
4.6	2.3	Versicolor
8.1	6.8	Virginica
6.4	5.9	Versicolor
7.3	1.4	Versicolor
6.1	3.4	Virginica
9.4	3.0	Virginica
3.4	3.8	Setosa
5.8	5.8	Versicolor
1.5	3.2	Setosa
5.0	5.8	Versicolor
8.4	6.3	Virginica
