petal.length	petal.width	variety
3.0	4.3	Setosa
3.8	2.0	Versicolor
5.8	5.8	Virginica
4.4	4.4	Versicolor
9.3	4.8	Virginica
7.0	1.5	Virginica
5.1	1.3	Versicolor
7.8	6.3	Virginica
7.8	4.3	Versicolor
7.1	6.4	Virginica
3.2	0.7	Setosa
6.3	6.7	Virginica
5.5	4.7	Virginica
1.5	3.2	Setosa
7.1	4.9	Virginica
3.4	0.2	Setosa
2.0	4.9	Setosa
8.4	2.1	Versicolor
8.2	3.7	Versicolor
7.5	3.3	Versicolor
4.9	2.2	Setosa
4.7	2.3	Versicolor
6.4	3.7	Setosa
4.9	0.7	Setosa
1.3	1.8	Setosa
9.3	2.9	Versicolor
4.8	3.8	Versicolor
9.0	5.5	Versicolor
3.6	1.7	Setosa
10.1	4.0	Virginica
6.2	5.0	Versicolor
4.8	2.8	Versicolor
5.9	0.2	Setosa
1.4	0.8	Setosa
1.5	1.2	Setosa
5.2	4.0	Setosa
9.0	3.3	Virginica
4.5	5.5	Versicolor
9.9	5.6	Virginica
3.2	3.4	Setosa
9.2	4.0	Virginica
5.2	2.7	Setosa
2.0	3.9	Setosa
1.5	0.2	Setosa
3.4	3.3	Setosa
5.0	2.1	Versicolor
4.8	6.3	Virginica
7.5	4.3	Virginica
6.2	5.2	Versicolor
7.1	2.8	Versicolor
7.7	3.3	Virginica
3.0	3.7	Setosa
1.5	1.2	Setosa
4.9	5.5	Versicolor
4.4	4.2	Versicolor
9.1	6.5	Virginica
5.4	2.6	Setosa
4.5	4.8	Versicolor
2.6	2.7	Setosa
6.0	3.1	Virginica
2.1	1.2	Setosa
7.2	6.6	Virginica
2.6	0.2	Setosa
7.6	4.6	Virginica
3.0	4.2	Setosa
1.3	4.4	Setosa
6.8	3.6	Virginica
5.5	0.1	Setosa
4.4	4.9	Versicolor
9.2	5.3	Virginica
8.6	5.4	Virginica
9.0	1.6	Versicolor
5.2	4.8	Versicolor
5.6	2.2	Virginica
6.7	5.5	Virginica
9.4	5.6	Virginica
2.6	1.9	Setosa
2.3	2.7	Setosa
5.6	1.3	Versicolor
7.6	5.4	Virginica
5.3	4.6	Versicolor
6.3	4.5	Versicolor
3.9	3.3	Setosa
7.0	5.2	Versicolor
2.9	0.7	Setosa
2.5	4.4	Setosa
9.5	4.9	Virginica
2.4	4.2	Setosa
8.9	5.9	Versicolor
3.3	2.2	Setosa
3.4	0.4	Setosa
4.2	0.3	Setosa
1.4	3.6	Setosa
5.6	3.4	Versicolor
6.6	5.4	Virginica
6.9	4.8	Virginica
5.7	4.0	Virginica
6.0	5.5	Versicolor
5.1	5.3	Virginica
6.6	3.1	Versicolor
5.5	4.5	Versicolor
5.1	5.3	Versicolor
9.8	6.8	Virginica
4.8	0.2	Setosa
9.5	6.5	Virginica
