sepal.width	petal.length	variety
4.8	6.1	Versicolor
6.8	5.0	Versicolor
4.0	5.5	Setosa
3.6	10.1	Virginica
5.0	5.9	Setosa
4.9	2.4	Setosa
5.5	8.1	Virginica
5.2	5.4	Setosa
7.6	6.2	Versicolor
6.5	6.9	Versicolor
5.0	5.2	Virginica
3.0	5.4	Virginica
6.0	1.3	Setosa
6.8	6.4	Virginica
6.5	10.4	Virginica
3.2	6.2	Virginica
5.7	4.5	Versicolor
5.7	6.0	Virginica
5.1	5.9	Versicolor
7.9	2.2	Setosa
6.1	10.1	Virginica
6.5	9.0	Virginica
6.6	10.4	Virginica
4.6	5.0	Versicolor
5.0	4.0	Versicolor
6.4	7.5	Versicolor
7.9	6.0	Setosa
7.2	4.5	Setosa
3.1	8.9	Versicolor
4.4	7.8	Versicolor
7.7	6.3	Virginica
5.1	5.0	Setosa
4.0	5.4	Setosa
6.3	3.3	Versicolor
5.5	2.8	Setosa
4.0	1.9	Setosa
6.0	10.3	Virginica
4.3	7.2	Versicolor
7.0	2.1	Setosa
7.0	6.1	Virginica
4.4	10.3	Virginica
6.1	4.5	Setosa
7.4	9.6	Virginica
4.1	5.5	Versicolor
5.0	8.7	Virginica
3.3	10.6	Virginica
6.7	3.5	Setosa
6.1	3.0	Setosa
4.2	5.5	Virginica
2.8	6.1	Virginica
7.1	8.9	Versicolor
5.8	7.7	Versicolor
2.9	8.3	Versicolor
5.8	5.5	Versicolor
3.9	5.9	Setosa
7.5	5.1	Versicolor
4.4	5.2	Versicolor
3.7	8.6	Versicolor
3.2	7.5	Versicolor
6.5	7.0	Versicolor
4.7	3.3	Setosa
5.0	6.0	Versicolor
6.0	3.8	Setosa
2.8	8.6	Versicolor
5.9	5.8	Setosa
5.3	9.1	Virginica
3.9	6.7	Versicolor
3.2	4.2	Setosa
6.3	6.2	Setosa
5.3	10.5	Virginica
7.9	4.1	Setosa
6.5	5.0	Versicolor
7.3	9.7	Virginica
5.6	3.1	Setosa
4.7	5.6	Versicolor
5.8	7.1	Virginica
6.9	3.7	Setosa
2.5	5.4	Versicolor
4.2	8.9	Virginica
3.6	9.4	Virginica
3.2	4.8	Versicolor
4.0	5.1	Setosa
6.0	1.2	Setosa
4.7	7.4	Versicolor
7.8	9.7	Virginica
3.6	4.4	Setosa
5.2	2.6	Setosa
7.9	5.1	Setosa
6.9	4.8	Versicolor
7.3	5.3	Versicolor
5.0	10.3	Virginica
5.5	9.0	Virginica
4.8	5.1	Setosa
6.5	8.7	Versicolor
5.7	4.2	Versicolor
7.3	5.8	Virginica
3.2	7.6	Virginica
2.8	10.7	Virginica
6.5	4.2	Versicolor
6.7	6.9	Virginica
3.2	8.1	Virginica
4.9	5.5	Setosa
7.5	5.6	Setosa
5.5	8.6	Versicolor
6.1	5.9	Setosa
