petal.width	variety
2.9	Virginica
0.2	Setosa
1.8	Setosa
4.8	Virginica
5.3	Virginica
4.9	Versicolor
6.0	Virginica
4.0	Versicolor
3.5	Versicolor
3.3	Virginica
1.8	Virginica
5.6	Versicolor
4.2	Setosa
5.0	Virginica
2.2	Setosa
2.5	Setosa
0.6	Setosa
3.3	Versicolor
4.2	Versicolor
4.7	Virginica
4.0	Virginica
5.3	Virginica
1.3	Versicolor
3.0	Virginica
2.7	Setosa
4.5	Versicolor
2.5	Versicolor
5.3	Versicolor
3.2	Setosa
2.7	Virginica
3.6	Versicolor
5.1	Versicolor
4.9	Versicolor
2.9	Setosa
7.0	Virginica
2.8	Virginica
0.8	Setosa
6.1	Virginica
2.4	Versicolor
2.3	Virginica
3.0	Virginica
1.9	Setosa
3.3	Virginica
1.8	Setosa
0.7	Setosa
0.2	Setosa
1.3	Versicolor
0.6	Setosa
4.2	Setosa
4.3	Setosa
5.2	Versicolor
6.6	Virginica
0.9	Setosa
0.1	Setosa
2.7	Setosa
2.5	Versicolor
4.2	Versicolor
6.0	Virginica
0.7	Setosa
2.2	Setosa
3.2	Versicolor
5.0	Versicolor
4.4	Setosa
4.2	Versicolor
3.2	Setosa
0.4	Setosa
3.5	Versicolor
3.2	Setosa
2.3	Virginica
3.5	Versicolor
2.8	Versicolor
2.2	Setosa
2.2	Setosa
1.2	Setosa
2.2	Setosa
5.1	Virginica
5.4	Virginica
4.4	Versicolor
5.8	Virginica
6.1	Versicolor
2.6	Setosa
0.7	Setosa
4.2	Versicolor
2.3	Versicolor
2.8	Virginica
4.9	Virginica
3.6	Versicolor
2.3	Versicolor
6.0	Versicolor
6.0	Virginica
5.0	Versicolor
2.7	Setosa
3.3	Virginica
4.6	Setosa
0.1	Setosa
5.9	Versicolor
0.8	Setosa
3.3	Virginica
0.2	Setosa
4.9	Virginica
3.2	Setosa
5.1	Virginica
5.5	Versicolor
5.8	Virginica
2.3	Virginica
