sepal.width	variety
7.6	Versicolor
7.0	Virginica
5.2	Versicolor
5.9	Setosa
4.4	Versicolor
5.5	Virginica
3.8	Setosa
5.9	Setosa
4.8	Versicolor
6.2	Virginica
7.6	Setosa
6.4	Versicolor
7.9	Setosa
7.9	Setosa
5.4	Versicolor
6.8	Setosa
2.0	Versicolor
6.0	Versicolor
6.0	Versicolor
3.9	Setosa
3.9	Versicolor
4.5	Versicolor
4.4	Versicolor
2.7	Virginica
5.0	Setosa
7.6	Virginica
6.4	Versicolor
4.9	Setosa
7.5	Setosa
6.6	Setosa
6.5	Versicolor
2.7	Virginica
4.4	Versicolor
3.5	Setosa
6.8	Virginica
7.2	Versicolor
3.4	Versicolor
7.2	Setosa
7.2	Virginica
7.5	Virginica
5.8	Virginica
6.8	Virginica
3.9	Setosa
4.6	Virginica
6.7	Virginica
4.7	Versicolor
7.6	Virginica
4.2	Setosa
8.0	Setosa
5.5	Setosa
7.7	Setosa
5.7	Versicolor
7.0	Setosa
3.5	Virginica
5.3	Virginica
4.2	Setosa
4.6	Virginica
2.8	Virginica
4.5	Virginica
2.2	Versicolor
8.2	Setosa
3.1	Versicolor
7.4	Versicolor
5.3	Versicolor
6.9	Setosa
5.5	Setosa
3.0	Virginica
4.5	Setosa
3.7	Versicolor
6.5	Virginica
5.9	Setosa
2.8	Versicolor
6.0	Setosa
3.1	Setosa
3.8	Versicolor
3.2	Virginica
4.6	Virginica
3.6	Setosa
4.8	Virginica
5.2	Versicolor
3.8	Setosa
4.4	Setosa
3.0	Versicolor
3.5	Setosa
4.8	Versicolor
5.8	Versicolor
5.8	Virginica
4.5	Virginica
5.0	Setosa
6.0	Virginica
3.4	Setosa
5.7	Versicolor
3.2	Virginica
7.6	Setosa
2.9	Virginica
5.8	Setosa
3.6	Setosa
5.5	Virginica
7.3	Virginica
5.9	Virginica
3.7	Setosa
7.6	Virginica
4.0	Versicolor
7.5	Virginica
2.9	Versicolor
