petal.length	variety
9.3	Virginica
8.8	Virginica
2.6	Setosa
10.5	Virginica
7.8	Virginica
2.0	Setosa
5.5	Versicolor
5.1	Virginica
5.7	Setosa
5.9	Setosa
4.5	Setosa
5.4	Versicolor
7.5	Versicolor
3.5	Setosa
5.0	Versicolor
1.8	Setosa
8.4	Virginica
3.9	Setosa
2.4	Setosa
4.9	Versicolor
4.1	Setosa
5.0	Virginica
5.0	Setosa
4.8	Versicolor
6.9	Versicolor
7.2	Versicolor
5.0	Virginica
8.2	Virginica
1.9	Setosa
9.6	Virginica
7.2	Versicolor
8.0	Versicolor
6.0	Versicolor
1.4	Setosa
8.2	Versicolor
7.6	Virginica
6.1	Virginica
4.5	Setosa
6.9	Versicolor
4.5	Versicolor
1.6	Setosa
7.0	Versicolor
6.8	Versicolor
6.4	Versicolor
3.9	Setosa
5.3	Setosa
1.5	Setosa
5.6	Versicolor
5.9	Virginica
6.0	Virginica
9.1	Versicolor
8.6	Versicolor
1.4	Setosa
4.5	Versicolor
3.6	Setosa
6.1	Setosa
6.1	Virginica
6.9	Virginica
3.6	Setosa
5.7	Virginica
9.5	Virginica
10.9	Virginica
5.0	Versicolor
7.6	Virginica
8.0	Versicolor
5.5	Setosa
8.5	Versicolor
1.9	Setosa
8.6	Virginica
5.8	Setosa
1.4	Setosa
9.6	Virginica
5.8	Setosa
4.7	Setosa
9.1	Virginica
5.6	Virginica
5.5	Versicolor
6.9	Virginica
3.5	Setosa
4.0	Setosa
7.3	Versicolor
6.4	Versicolor
11.4	Virginica
7.1	Versicolor
6.1	Versicolor
9.3	Virginica
5.5	Setosa
9.5	Virginica
7.8	Versicolor
3.3	Setosa
6.5	Versicolor
10.6	Virginica
9.3	Virginica
6.6	Versicolor
3.2	Setosa
8.6	Versicolor
8.5	Virginica
5.6	Setosa
8.1	Virginica
3.8	Versicolor
9.0	Virginica
5.5	Setosa
6.2	Setosa
7.7	Versicolor
6.6	Virginica
