petal.length	variety
8.6	Versicolor
2.4	Setosa
10.3	Virginica
5.0	Versicolor
5.8	Versicolor
9.1	Virginica
5.2	Setosa
10.4	Virginica
7.0	Versicolor
8.6	Virginica
2.5	Setosa
6.1	Setosa
5.4	Setosa
5.7	Versicolor
5.1	Versicolor
3.5	Setosa
5.5	Versicolor
7.5	Versicolor
4.8	Setosa
6.1	Setosa
8.4	Virginica
6.5	Versicolor
8.5	Virginica
4.0	Setosa
6.0	Setosa
6.0	Setosa
5.5	Virginica
4.5	Versicolor
9.7	Virginica
5.1	Versicolor
10.4	Virginica
10.1	Virginica
6.6	Versicolor
5.7	Versicolor
6.2	Versicolor
11.2	Virginica
7.9	Virginica
3.3	Setosa
6.6	Virginica
6.6	Virginica
3.9	Setosa
1.4	Setosa
2.8	Setosa
6.3	Versicolor
8.1	Versicolor
7.9	Versicolor
4.8	Setosa
8.1	Virginica
4.7	Setosa
8.1	Virginica
2.0	Setosa
8.4	Virginica
5.2	Setosa
9.2	Versicolor
9.6	Virginica
6.2	Virginica
3.3	Versicolor
1.7	Setosa
4.5	Versicolor
4.7	Setosa
4.9	Versicolor
5.5	Setosa
9.5	Virginica
8.1	Versicolor
1.5	Setosa
9.1	Virginica
7.0	Virginica
8.0	Virginica
6.7	Virginica
8.9	Versicolor
11.1	Virginica
3.9	Versicolor
3.6	Setosa
9.3	Virginica
9.6	Virginica
2.0	Setosa
6.8	Virginica
5.4	Setosa
5.5	Versicolor
3.6	Setosa
9.1	Virginica
7.0	Virginica
10.1	Virginica
7.7	Virginica
9.9	Virginica
8.5	Versicolor
7.0	Virginica
5.8	Setosa
6.1	Versicolor
4.8	Setosa
6.9	Versicolor
6.6	Virginica
8.9	Virginica
7.7	Versicolor
7.5	Virginica
5.7	Versicolor
9.7	Virginica
7.4	Versicolor
6.5	Versicolor
1.7	Setosa
5.3	Virginica
3.4	Setosa
1.5	Setosa
2.1	Setosa
8.1	Virginica
