sepal.length	sepal.width	variety
10.7	4.0	Virginica
8.7	3.6	Versicolor
7.1	7.2	Versicolor
10.6	4.0	Versicolor
7.2	6.0	Virginica
7.7	4.3	Setosa
7.6	5.0	Versicolor
9.1	6.8	Setosa
8.6	7.4	Setosa
9.3	6.2	Virginica
5.7	5.8	Versicolor
7.1	6.4	Versicolor
10.9	5.7	Virginica
10.0	5.0	Versicolor
5.2	6.7	Setosa
7.7	5.8	Virginica
7.5	5.6	Setosa
8.4	6.3	Virginica
9.1	2.9	Versicolor
8.0	3.5	Setosa
5.0	4.0	Versicolor
8.1	4.5	Versicolor
11.8	2.9	Virginica
8.6	6.3	Versicolor
6.0	5.4	Setosa
10.0	5.0	Virginica
10.4	4.6	Virginica
8.9	4.6	Virginica
8.8	4.0	Setosa
5.4	4.9	Setosa
6.4	5.7	Setosa
9.5	3.4	Setosa
7.5	5.3	Setosa
7.5	4.9	Versicolor
8.7	6.4	Versicolor
6.1	7.8	Setosa
8.0	6.4	Versicolor
5.6	4.1	Setosa
10.3	5.2	Virginica
7.3	4.8	Virginica
6.3	5.7	Versicolor
6.0	5.9	Versicolor
10.5	5.5	Virginica
4.9	6.5	Setosa
9.1	5.5	Setosa
8.7	5.1	Virginica
7.3	6.4	Setosa
9.1	3.0	Virginica
6.5	2.2	Versicolor
8.7	6.3	Virginica
5.7	5.7	Versicolor
5.6	4.0	Setosa
9.7	3.9	Virginica
6.4	7.7	Versicolor
8.3	6.6	Setosa
9.1	6.9	Versicolor
8.9	3.4	Versicolor
9.9	6.4	Setosa
8.4	3.3	Virginica
9.3	5.7	Virginica
6.9	4.4	Setosa
6.1	6.0	Virginica
6.8	3.5	Setosa
10.2	2.8	Virginica
9.5	7.5	Virginica
8.1	8.1	Setosa
11.3	5.5	Virginica
6.5	4.5	Virginica
10.2	5.1	Versicolor
5.5	6.5	Setosa
7.9	7.0	Virginica
6.4	3.9	Setosa
9.5	4.7	Virginica
6.6	6.9	Setosa
11.7	7.0	Virginica
11.7	3.1	Virginica
7.6	4.2	Setosa
8.2	5.6	Versicolor
5.7	5.6	Setosa
9.0	3.8	Versicolor
6.8	7.0	Virginica
6.1	6.1	Virginica
9.6	5.3	Virginica
8.6	5.8	Setosa
9.6	6.7	Setosa
8.1	4.8	Versicolor
9.8	2.5	Versicolor
9.3	3.3	Virginica
7.9	7.1	Setosa
6.4	4.4	Versicolor
7.7	3.2	Setosa
10.8	3.3	Versicolor
8.9	7.3	Virginica
7.1	7.3	Setosa
8.3	3.3	Versicolor
6.8	7.4	Virginica
6.8	5.9	Setosa
9.2	3.5	Virginica
7.4	7.0	Virginica
10.2	5.2	Versicolor
7.8	6.2	Versicolor
6.0	7.5	Setosa
10.4	6.2	Versicolor
8.2	4.8	Versicolor
6.5	4.8	Versicolor
