sepal.width	petal.length	variety
4.4	5.7	Versicolor
7.1	9.9	Virginica
3.1	5.0	Versicolor
3.3	9.1	Virginica
5.8	2.9	Setosa
7.3	4.7	Versicolor
6.5	8.3	Virginica
3.4	6.4	Virginica
5.2	10.4	Virginica
4.3	7.3	Virginica
5.4	5.2	Setosa
3.7	7.8	Virginica
6.1	7.0	Virginica
5.5	6.2	Versicolor
5.7	6.1	Virginica
6.9	5.6	Setosa
4.1	5.4	Versicolor
7.2	1.4	Setosa
5.0	4.3	Setosa
4.8	5.4	Setosa
7.6	6.4	Versicolor
6.7	9.0	Versicolor
3.0	5.8	Setosa
3.0	3.5	Versicolor
7.4	3.6	Versicolor
7.6	6.6	Virginica
8.1	3.5	Setosa
7.0	7.1	Versicolor
5.0	6.8	Virginica
4.3	7.7	Virginica
4.3	4.4	Versicolor
4.3	4.2	Setosa
3.5	10.1	Virginica
2.3	4.3	Setosa
6.8	6.5	Versicolor
3.9	5.8	Versicolor
3.3	8.6	Versicolor
7.0	7.2	Virginica
5.0	6.5	Versicolor
3.7	4.8	Setosa
6.2	6.4	Virginica
6.0	4.4	Setosa
5.7	1.5	Setosa
5.5	8.0	Versicolor
5.4	5.8	Versicolor
4.6	8.4	Versicolor
4.2	6.2	Virginica
4.4	6.3	Virginica
6.0	1.4	Setosa
6.9	7.1	Virginica
4.5	8.1	Versicolor
2.9	6.1	Virginica
4.9	3.9	Setosa
3.8	5.7	Versicolor
3.7	5.2	Versicolor
7.6	2.9	Setosa
7.0	6.5	Virginica
3.5	4.5	Virginica
4.8	9.7	Virginica
7.2	1.2	Setosa
4.4	8.0	Versicolor
8.1	5.4	Setosa
8.3	1.5	Setosa
4.5	6.9	Virginica
7.4	5.9	Setosa
7.2	9.1	Virginica
2.8	9.6	Virginica
6.8	4.1	Setosa
4.5	1.6	Setosa
4.6	10.6	Virginica
4.1	7.1	Virginica
5.7	8.1	Virginica
5.1	7.9	Virginica
4.1	8.2	Versicolor
5.2	8.0	Virginica
4.4	6.3	Versicolor
6.4	1.7	Setosa
4.0	5.4	Setosa
6.3	7.1	Virginica
5.8	9.9	Virginica
3.6	6.1	Setosa
5.9	4.7	Versicolor
5.0	8.4	Virginica
5.4	7.2	Versicolor
7.0	1.7	Setosa
3.8	9.2	Virginica
7.0	5.9	Setosa
3.3	3.3	Versicolor
5.9	6.1	Setosa
3.3	7.5	Versicolor
4.8	8.1	Virginica
4.7	3.9	Setosa
5.6	2.0	Setosa
6.2	7.5	Versicolor
3.8	3.2	Setosa
5.0	9.0	Versicolor
7.4	1.5	Setosa
4.0	2.6	Setosa
7.7	2.3	Setosa
4.3	11.2	Virginica
3.2	4.4	Versicolor
4.7	1.5	Setosa
7.4	5.5	Versicolor
3.5	6.4	Versicolor
4.0	5.0	Virginica
