petal.width	variety
5.5	Virginica
3.4	Setosa
1.8	Versicolor
3.0	Versicolor
1.3	Versicolor
4.7	Versicolor
1.7	Setosa
1.2	Setosa
2.2	Setosa
3.8	Virginica
4.8	Virginica
2.2	Setosa
3.8	Setosa
6.0	Versicolor
5.0	Virginica
4.2	Setosa
2.3	Versicolor
2.3	Setosa
6.2	Virginica
2.8	Setosa
6.0	Versicolor
7.0	Virginica
3.9	Setosa
1.2	Setosa
3.3	Versicolor
5.3	Virginica
1.2	Setosa
3.6	Setosa
5.5	Versicolor
1.5	Versicolor
5.3	Virginica
1.1	Setosa
3.0	Setosa
2.7	Setosa
4.8	Setosa
2.8	Setosa
3.8	Virginica
2.3	Setosa
2.9	Setosa
5.0	Virginica
4.8	Versicolor
4.5	Versicolor
5.1	Virginica
0.7	Setosa
3.9	Virginica
2.3	Versicolor
5.8	Virginica
5.8	Versicolor
1.3	Versicolor
2.0	Virginica
4.9	Versicolor
2.7	Setosa
4.6	Setosa
1.1	Versicolor
3.5	Versicolor
3.2	Versicolor
3.7	Setosa
1.2	Setosa
6.0	Virginica
3.6	Versicolor
1.2	Versicolor
1.0	Versicolor
5.4	Virginica
4.6	Virginica
5.3	Virginica
3.9	Setosa
2.1	Virginica
3.7	Virginica
3.0	Versicolor
3.2	Setosa
6.1	Virginica
3.5	Versicolor
3.0	Versicolor
1.7	Setosa
0.7	Setosa
3.1	Setosa
2.7	Versicolor
0.2	Setosa
6.3	Virginica
0.7	Setosa
3.8	Virginica
0.8	Setosa
3.2	Setosa
1.3	Versicolor
0.1	Setosa
5.0	Virginica
2.0	Versicolor
1.4	Versicolor
2.0	Versicolor
1.7	Setosa
5.8	Versicolor
2.2	Setosa
1.2	Setosa
4.3	Versicolor
5.8	Virginica
2.9	Versicolor
3.5	Virginica
2.3	Virginica
2.3	Virginica
6.3	Virginica
2.9	Setosa
6.5	Virginica
2.0	Versicolor
3.2	Virginica
3.9	Versicolor
