sepal.width	variety
3.2	Virginica
3.6	Setosa
3.8	Setosa
4.9	Versicolor
6.0	Versicolor
7.3	Virginica
3.9	Setosa
6.9	Virginica
6.0	Setosa
6.2	Versicolor
3.9	Versicolor
3.5	Setosa
3.5	Virginica
5.5	Virginica
5.2	Virginica
8.1	Setosa
6.8	Setosa
6.5	Virginica
3.4	Virginica
4.3	Virginica
4.0	Setosa
4.3	Setosa
6.7	Setosa
3.5	Setosa
5.5	Virginica
3.9	Setosa
6.6	Versicolor
5.8	Versicolor
6.5	Setosa
7.6	Virginica
4.0	Versicolor
3.3	Virginica
7.3	Versicolor
7.0	Virginica
5.3	Versicolor
3.4	Setosa
3.2	Setosa
6.4	Setosa
3.8	Versicolor
7.9	Setosa
6.4	Setosa
7.0	Virginica
3.7	Setosa
7.8	Virginica
3.6	Setosa
7.4	Versicolor
8.0	Setosa
8.4	Setosa
6.9	Versicolor
6.9	Virginica
4.5	Virginica
3.9	Versicolor
5.8	Virginica
4.0	Virginica
5.2	Virginica
3.4	Versicolor
5.0	Setosa
3.5	Virginica
3.3	Versicolor
6.6	Versicolor
3.1	Virginica
7.1	Virginica
4.1	Virginica
5.6	Setosa
5.7	Virginica
3.6	Virginica
8.3	Virginica
6.1	Setosa
7.4	Setosa
5.3	Versicolor
7.5	Versicolor
4.1	Setosa
5.0	Setosa
3.2	Versicolor
7.4	Setosa
7.0	Versicolor
4.8	Virginica
6.0	Virginica
5.4	Setosa
6.5	Versicolor
2.5	Versicolor
5.3	Setosa
5.9	Versicolor
3.2	Versicolor
3.9	Virginica
8.5	Setosa
4.7	Versicolor
4.8	Virginica
3.8	Versicolor
5.0	Versicolor
6.2	Setosa
7.2	Virginica
6.9	Versicolor
4.9	Setosa
7.6	Versicolor
8.2	Setosa
4.0	Versicolor
4.6	Virginica
5.0	Setosa
5.0	Virginica
6.2	Virginica
7.5	Versicolor
4.7	Versicolor
7.0	Setosa
6.1	Versicolor
