petal.length	petal.width	variety
5.7	0.3	Setosa
8.0	3.7	Versicolor
7.9	3.4	Versicolor
3.7	2.2	Setosa
3.0	1.7	Setosa
3.3	2.5	Versicolor
8.9	3.9	Versicolor
6.0	3.1	Virginica
8.4	2.8	Virginica
6.8	3.3	Virginica
6.1	3.9	Virginica
2.0	4.1	Setosa
8.0	2.0	Virginica
3.4	4.7	Setosa
8.9	6.0	Virginica
11.4	4.8	Virginica
2.8	3.2	Setosa
5.3	2.1	Versicolor
3.1	4.1	Setosa
6.2	1.4	Versicolor
8.4	3.5	Virginica
5.3	4.9	Virginica
7.3	2.8	Versicolor
5.9	4.1	Virginica
6.3	3.8	Virginica
7.6	5.4	Virginica
6.8	4.2	Virginica
5.4	4.2	Setosa
6.1	4.5	Virginica
4.9	2.1	Setosa
5.1	5.8	Versicolor
5.4	5.0	Versicolor
8.6	4.3	Virginica
5.2	2.6	Versicolor
3.5	4.0	Versicolor
8.2	2.0	Versicolor
7.1	4.8	Versicolor
5.0	1.9	Setosa
6.8	5.8	Versicolor
6.9	3.2	Versicolor
8.7	4.3	Versicolor
4.7	1.0	Setosa
6.8	6.3	Virginica
6.1	2.9	Setosa
9.1	6.9	Virginica
7.5	4.5	Versicolor
4.7	5.3	Versicolor
10.1	4.8	Virginica
2.0	4.3	Setosa
8.6	4.6	Virginica
5.2	2.7	Setosa
3.0	3.6	Versicolor
3.3	2.2	Setosa
1.9	2.2	Setosa
5.7	3.2	Versicolor
4.9	3.8	Virginica
10.6	7.0	Virginica
8.1	4.4	Virginica
5.0	6.5	Virginica
1.5	1.7	Setosa
5.3	1.8	Versicolor
6.9	5.9	Versicolor
6.2	5.4	Versicolor
3.5	3.2	Setosa
3.9	4.6	Versicolor
2.7	2.2	Setosa
8.3	6.3	Virginica
1.5	1.2	Setosa
4.2	1.2	Versicolor
8.5	6.1	Versicolor
7.6	2.2	Virginica
7.1	4.4	Versicolor
6.1	2.3	Versicolor
4.8	2.0	Versicolor
3.0	4.1	Setosa
1.8	0.9	Setosa
7.7	1.5	Versicolor
2.9	4.3	Setosa
6.0	2.2	Setosa
5.4	2.9	Setosa
8.8	5.8	Virginica
9.2	4.3	Virginica
9.6	3.9	Virginica
6.5	6.0	Virginica
9.2	4.3	Virginica
2.1	0.2	Setosa
8.4	3.6	Virginica
4.9	4.7	Setosa
9.1	5.3	Virginica
1.8	2.2	Setosa
3.3	4.7	Setosa
10.2	5.2	Virginica
7.5	3.8	Versicolor
6.7	5.1	Virginica
6.1	4.2	Setosa
3.4	1.2	Setosa
6.0	4.5	Versicolor
4.9	0.2	Setosa
6.0	3.3	Versicolor
5.9	4.8	Setosa
9.1	6.1	Versicolor
2.5	2.7	Setosa
5.3	1.9	Versicolor
5.9	2.5	Versicolor
3.0	1.9	Setosa
