petal.length	variety
2.4	Setosa
9.1	Virginica
6.0	Setosa
5.7	Versicolor
5.8	Setosa
7.4	Versicolor
8.7	Virginica
5.1	Virginica
5.9	Setosa
5.7	Virginica
8.5	Versicolor
8.5	Virginica
4.0	Versicolor
1.6	Setosa
2.2	Setosa
9.4	Virginica
3.6	Setosa
8.1	Virginica
6.0	Setosa
5.6	Setosa
6.0	Virginica
1.4	Setosa
4.4	Versicolor
7.8	Virginica
3.4	Setosa
8.0	Versicolor
7.4	Versicolor
6.1	Setosa
5.6	Virginica
8.3	Versicolor
8.1	Virginica
5.6	Virginica
6.3	Virginica
9.0	Versicolor
1.9	Setosa
8.0	Virginica
8.1	Versicolor
4.5	Versicolor
5.0	Setosa
7.5	Virginica
5.4	Versicolor
4.4	Setosa
7.1	Versicolor
4.7	Versicolor
8.6	Virginica
5.7	Versicolor
5.4	Versicolor
9.6	Virginica
9.2	Virginica
7.7	Versicolor
3.4	Setosa
3.9	Setosa
6.2	Virginica
6.9	Versicolor
6.5	Virginica
2.9	Setosa
8.3	Virginica
5.6	Setosa
5.3	Versicolor
8.4	Virginica
4.5	Setosa
8.8	Virginica
2.0	Setosa
5.5	Versicolor
3.5	Setosa
4.1	Setosa
5.6	Versicolor
9.1	Versicolor
7.3	Versicolor
6.0	Versicolor
6.2	Setosa
8.2	Virginica
9.1	Versicolor
1.6	Setosa
9.0	Versicolor
6.1	Setosa
5.0	Versicolor
1.9	Setosa
4.8	Versicolor
9.5	Virginica
9.0	Virginica
5.3	Versicolor
5.0	Versicolor
8.5	Virginica
4.5	Setosa
5.5	Versicolor
8.4	Virginica
2.7	Setosa
7.7	Versicolor
6.9	Virginica
3.9	Setosa
6.6	Virginica
9.6	Virginica
6.9	Virginica
5.3	Virginica
4.0	Setosa
8.6	Virginica
8.2	Versicolor
5.9	Virginica
2.3	Setosa
1.3	Setosa
4.0	Setosa
3.3	Setosa
7.5	Versicolor
4.0	Setosa
