sepal.width	variety
3.9	Versicolor
6.9	Setosa
3.8	Setosa
6.5	Setosa
5.5	Setosa
7.2	Versicolor
5.4	Versicolor
7.3	Versicolor
3.5	Virginica
5.0	Setosa
3.0	Versicolor
6.5	Virginica
4.0	Virginica
7.3	Setosa
5.9	Setosa
5.4	Setosa
2.2	Virginica
7.9	Setosa
7.7	Setosa
4.1	Setosa
3.3	Virginica
4.9	Versicolor
5.7	Virginica
2.9	Virginica
7.8	Setosa
5.0	Virginica
5.5	Versicolor
3.8	Setosa
4.4	Versicolor
6.0	Versicolor
5.9	Virginica
3.2	Versicolor
3.4	Versicolor
6.3	Virginica
7.4	Versicolor
7.0	Setosa
4.8	Virginica
8.0	Setosa
4.6	Virginica
8.1	Setosa
3.4	Virginica
7.1	Setosa
6.0	Versicolor
5.5	Setosa
4.3	Setosa
6.1	Versicolor
7.6	Setosa
7.8	Virginica
5.3	Versicolor
3.3	Versicolor
6.1	Setosa
4.7	Setosa
7.2	Virginica
2.7	Virginica
3.0	Setosa
3.9	Setosa
6.2	Virginica
7.4	Setosa
6.6	Setosa
7.5	Virginica
6.5	Setosa
6.0	Versicolor
3.9	Setosa
7.5	Virginica
4.2	Versicolor
6.7	Versicolor
4.2	Setosa
7.0	Virginica
4.3	Virginica
4.8	Virginica
6.5	Versicolor
3.7	Versicolor
6.8	Setosa
5.2	Virginica
4.0	Virginica
3.5	Virginica
6.5	Versicolor
7.5	Virginica
2.9	Versicolor
3.1	Virginica
4.1	Virginica
7.2	Versicolor
6.7	Versicolor
6.3	Virginica
5.4	Versicolor
5.2	Versicolor
4.5	Virginica
2.3	Versicolor
5.9	Versicolor
5.7	Virginica
6.0	Versicolor
6.3	Versicolor
6.7	Setosa
2.5	Virginica
2.6	Versicolor
5.3	Virginica
8.2	Setosa
7.3	Versicolor
5.0	Virginica
7.7	Versicolor
5.0	Versicolor
7.0	Setosa
7.6	Versicolor
7.8	Setosa
7.3	Versicolor
