sepal.length	sepal.width	variety
8.7	4.6	Versicolor
5.5	5.6	Versicolor
8.1	4.2	Setosa
5.1	3.9	Setosa
8.4	5.3	Virginica
7.5	6.3	Versicolor
5.1	5.8	Setosa
7.8	7.8	Virginica
4.3	7.5	Setosa
7.7	7.9	Setosa
5.9	5.5	Setosa
9.3	6.5	Setosa
8.5	2.7	Virginica
9.4	2.9	Versicolor
10.0	4.2	Versicolor
6.5	4.2	Virginica
9.0	6.0	Setosa
5.4	5.0	Virginica
8.6	8.3	Setosa
10.0	4.2	Versicolor
6.1	6.6	Setosa
8.2	7.6	Versicolor
9.6	7.0	Versicolor
6.3	7.8	Versicolor
6.7	5.5	Virginica
8.2	6.7	Versicolor
7.0	4.9	Setosa
10.0	4.4	Versicolor
9.2	6.2	Setosa
9.2	8.3	Virginica
7.6	6.5	Virginica
9.5	5.4	Setosa
6.7	5.4	Virginica
9.2	6.8	Versicolor
10.1	3.9	Versicolor
7.1	5.5	Versicolor
8.0	4.0	Setosa
10.4	3.5	Versicolor
6.6	6.6	Virginica
6.7	7.3	Virginica
6.4	2.8	Virginica
7.7	3.0	Virginica
8.8	6.9	Virginica
4.6	3.1	Setosa
7.3	4.9	Virginica
7.4	5.4	Setosa
8.0	6.7	Setosa
10.2	4.6	Virginica
8.6	4.5	Versicolor
5.1	6.2	Setosa
7.0	6.9	Versicolor
11.7	3.0	Virginica
7.0	5.2	Setosa
8.4	5.1	Setosa
7.7	4.5	Versicolor
9.5	5.0	Virginica
9.8	7.2	Versicolor
10.9	3.6	Virginica
10.5	3.7	Versicolor
4.8	3.9	Setosa
8.7	5.1	Virginica
5.7	6.2	Setosa
8.1	5.0	Versicolor
11.7	3.5	Virginica
7.1	6.0	Virginica
7.3	5.7	Virginica
8.0	7.0	Virginica
5.2	5.6	Setosa
8.4	5.1	Virginica
5.7	4.0	Setosa
11.2	6.1	Versicolor
7.7	5.9	Setosa
8.0	6.5	Versicolor
10.1	3.3	Virginica
10.4	6.2	Virginica
9.6	2.9	Versicolor
4.9	4.7	Setosa
10.0	6.5	Virginica
8.3	4.3	Versicolor
6.9	7.1	Versicolor
9.6	3.5	Virginica
7.1	3.5	Versicolor
8.4	4.3	Virginica
5.9	7.6	Setosa
7.1	7.4	Versicolor
7.8	5.0	Setosa
8.8	2.7	Virginica
6.8	2.8	Virginica
10.0	4.3	Versicolor
8.1	5.7	Versicolor
6.5	6.0	Versicolor
9.6	5.3	Versicolor
6.3	6.7	Versicolor
10.4	4.7	Versicolor
7.7	7.3	Virginica
7.5	5.9	Versicolor
9.9	4.7	Virginica
6.8	3.7	Virginica
8.4	5.2	Virginica
9.8	5.0	Virginica
7.0	5.3	Setosa
7.2	7.0	Versicolor
6.9	3.5	Virginica
7.9	3.9	Setosa
8.8	7.4	Setosa
