sepal.width	variety
4.3	Versicolor
7.9	Virginica
5.4	Setosa
3.1	Setosa
3.3	Virginica
4.0	Setosa
4.0	Versicolor
6.5	Versicolor
7.0	Versicolor
3.3	Virginica
3.3	Virginica
4.0	Virginica
4.8	Setosa
5.4	Setosa
4.5	Setosa
5.0	Setosa
4.5	Virginica
6.5	Setosa
2.7	Versicolor
5.6	Versicolor
6.7	Setosa
4.4	Setosa
6.7	Setosa
4.3	Versicolor
6.5	Virginica
4.3	Setosa
3.0	Versicolor
5.0	Setosa
7.9	Setosa
5.8	Versicolor
8.1	Virginica
3.7	Versicolor
6.6	Virginica
7.5	Virginica
4.7	Virginica
4.6	Setosa
3.3	Versicolor
7.8	Versicolor
6.9	Versicolor
4.5	Virginica
3.5	Versicolor
5.6	Virginica
7.4	Versicolor
3.5	Virginica
6.8	Setosa
7.2	Setosa
4.5	Virginica
7.3	Versicolor
4.7	Virginica
6.9	Versicolor
7.4	Setosa
6.7	Versicolor
6.8	Virginica
6.9	Versicolor
5.3	Versicolor
6.8	Virginica
3.1	Virginica
6.9	Setosa
3.0	Setosa
4.0	Versicolor
6.4	Versicolor
8.9	Setosa
4.4	Setosa
7.5	Virginica
4.7	Virginica
7.3	Virginica
7.0	Virginica
5.7	Setosa
4.0	Virginica
3.9	Versicolor
2.7	Virginica
7.1	Setosa
5.4	Virginica
3.8	Setosa
3.5	Versicolor
3.5	Virginica
2.6	Versicolor
3.5	Setosa
5.4	Versicolor
6.0	Virginica
2.9	Versicolor
6.1	Setosa
3.6	Virginica
6.2	Virginica
7.0	Virginica
4.2	Virginica
7.0	Virginica
3.3	Virginica
5.9	Virginica
6.1	Virginica
6.0	Versicolor
4.2	Virginica
3.5	Setosa
4.0	Setosa
3.7	Versicolor
7.8	Virginica
5.5	Versicolor
6.9	Versicolor
5.7	Virginica
5.2	Versicolor
6.3	Setosa
5.2	Setosa
2.9	Versicolor
7.5	Versicolor
7.4	Versicolor
