petal.width	variety
5.7	Virginica
1.8	Virginica
5.9	Versicolor
0.7	Setosa
3.9	Versicolor
3.6	Versicolor
6.5	Virginica
3.9	Virginica
4.9	Versicolor
3.4	Versicolor
6.5	Virginica
5.0	Versicolor
6.2	Versicolor
4.7	Virginica
3.3	Virginica
3.2	Setosa
1.7	Versicolor
3.5	Virginica
3.7	Setosa
3.2	Setosa
4.5	Versicolor
2.2	Setosa
3.7	Setosa
6.0	Virginica
5.5	Versicolor
0.2	Setosa
5.8	Versicolor
5.0	Setosa
4.1	Setosa
2.0	Virginica
1.8	Setosa
6.1	Virginica
4.0	Versicolor
2.4	Virginica
4.5	Versicolor
3.8	Virginica
1.8	Versicolor
3.3	Versicolor
4.8	Versicolor
2.0	Virginica
5.3	Virginica
1.8	Versicolor
1.7	Setosa
6.3	Virginica
5.5	Versicolor
4.5	Versicolor
0.9	Setosa
2.2	Setosa
2.9	Setosa
4.5	Versicolor
3.0	Versicolor
5.4	Virginica
2.6	Virginica
2.1	Setosa
6.5	Virginica
5.2	Versicolor
3.9	Versicolor
2.9	Virginica
2.0	Virginica
3.0	Virginica
2.1	Versicolor
1.1	Versicolor
3.3	Virginica
1.5	Versicolor
4.4	Virginica
1.8	Versicolor
4.6	Virginica
2.6	Versicolor
5.0	Versicolor
0.2	Setosa
5.9	Virginica
4.2	Setosa
2.0	Versicolor
2.3	Virginica
4.7	Setosa
5.8	Virginica
0.3	Setosa
0.2	Setosa
5.8	Versicolor
2.7	Setosa
2.2	Setosa
2.8	Setosa
4.5	Versicolor
0.6	Setosa
1.8	Versicolor
3.2	Virginica
2.8	Virginica
0.2	Setosa
3.3	Virginica
4.7	Setosa
0.1	Setosa
3.8	Virginica
4.6	Setosa
3.3	Virginica
3.1	Virginica
3.8	Setosa
4.6	Virginica
2.4	Virginica
3.9	Virginica
4.7	Versicolor
5.8	Versicolor
4.7	Setosa
1.4	Setosa
1.7	Setosa
0.7	Setosa
