sepal.length	variety
7.0	Setosa
8.2	Versicolor
5.8	Setosa
10.0	Virginica
10.2	Versicolor
7.3	Versicolor
7.0	Versicolor
5.5	Setosa
7.8	Setosa
7.1	Setosa
6.6	Setosa
5.0	Setosa
9.6	Versicolor
9.0	Setosa
7.6	Versicolor
7.9	Setosa
7.2	Versicolor
6.9	Versicolor
7.5	Virginica
7.6	Setosa
7.2	Setosa
8.3	Virginica
10.8	Versicolor
7.5	Virginica
6.0	Versicolor
8.5	Setosa
6.7	Virginica
6.7	Virginica
5.8	Setosa
8.6	Setosa
6.5	Versicolor
10.2	Virginica
6.4	Setosa
5.4	Setosa
6.8	Setosa
8.4	Setosa
9.6	Virginica
8.3	Versicolor
9.2	Setosa
8.1	Versicolor
6.8	Versicolor
6.4	Setosa
9.4	Versicolor
7.4	Setosa
9.1	Virginica
7.7	Virginica
9.4	Virginica
5.6	Setosa
9.2	Virginica
9.8	Virginica
7.0	Virginica
6.1	Setosa
6.9	Setosa
7.3	Setosa
9.7	Virginica
6.4	Virginica
9.6	Setosa
8.5	Virginica
10.3	Virginica
11.0	Virginica
6.8	Versicolor
8.3	Setosa
6.7	Virginica
8.6	Virginica
9.2	Setosa
7.1	Setosa
6.9	Virginica
10.9	Virginica
6.8	Virginica
6.8	Virginica
6.0	Setosa
8.8	Virginica
6.9	Setosa
6.7	Virginica
10.0	Versicolor
7.6	Versicolor
7.4	Setosa
6.9	Versicolor
9.6	Versicolor
9.9	Versicolor
9.1	Setosa
6.6	Versicolor
7.9	Versicolor
10.7	Virginica
9.4	Virginica
5.5	Setosa
8.4	Virginica
10.4	Virginica
8.9	Virginica
10.4	Virginica
9.7	Versicolor
7.1	Versicolor
9.5	Versicolor
7.5	Versicolor
9.2	Versicolor
5.1	Setosa
6.5	Versicolor
7.5	Setosa
6.2	Setosa
6.2	Versicolor
8.7	Virginica
6.3	Virginica
9.7	Virginica
9.4	Versicolor
7.0	Versicolor
