sepal.width	variety
7.2	Versicolor
7.4	Setosa
5.4	Setosa
7.8	Setosa
3.4	Virginica
4.4	Versicolor
6.2	Virginica
5.3	Virginica
5.4	Setosa
5.5	Virginica
4.4	Setosa
4.5	Versicolor
2.8	Versicolor
5.8	Virginica
3.9	Versicolor
6.5	Virginica
7.3	Virginica
7.4	Setosa
7.9	Setosa
4.0	Virginica
4.9	Versicolor
4.8	Versicolor
5.2	Virginica
7.3	Versicolor
3.1	Setosa
4.0	Versicolor
4.6	Versicolor
4.6	Virginica
7.2	Virginica
2.8	Virginica
7.5	Setosa
5.3	Virginica
6.8	Versicolor
5.7	Setosa
6.8	Virginica
6.3	Versicolor
7.8	Setosa
4.8	Setosa
5.0	Virginica
5.5	Versicolor
3.3	Setosa
4.0	Virginica
8.2	Setosa
6.5	Virginica
5.5	Setosa
3.0	Versicolor
6.8	Versicolor
6.8	Versicolor
4.5	Virginica
8.1	Setosa
3.0	Versicolor
4.7	Virginica
3.5	Setosa
5.9	Versicolor
7.1	Virginica
4.0	Virginica
6.8	Virginica
3.7	Versicolor
5.6	Virginica
7.0	Setosa
4.0	Setosa
4.7	Virginica
3.0	Virginica
5.9	Virginica
5.0	Versicolor
5.8	Versicolor
6.1	Setosa
8.3	Setosa
5.5	Virginica
7.4	Versicolor
6.6	Virginica
3.4	Setosa
7.4	Virginica
8.4	Setosa
7.5	Setosa
5.4	Setosa
3.5	Setosa
2.9	Versicolor
8.7	Setosa
7.2	Versicolor
7.5	Virginica
5.0	Setosa
5.9	Setosa
3.2	Virginica
4.6	Setosa
3.1	Versicolor
5.3	Virginica
5.2	Virginica
6.6	Versicolor
4.5	Versicolor
4.5	Versicolor
7.0	Virginica
8.0	Setosa
5.7	Versicolor
3.8	Virginica
4.2	Versicolor
3.7	Versicolor
6.4	Setosa
6.4	Versicolor
6.6	Setosa
3.7	Setosa
5.6	Setosa
7.3	Versicolor
3.6	Virginica
7.2	Versicolor
