sepal.width	petal.length	petal.width	variety
3.0	9.3	3.8	Virginica
4.0	5.6	2.6	Setosa
6.2	7.9	2.3	Virginica
6.1	6.0	3.3	Virginica
5.8	7.0	4.8	Versicolor
4.0	7.0	4.5	Virginica
5.3	4.4	3.2	Setosa
7.1	8.6	6.9	Virginica
7.5	4.7	3.5	Versicolor
4.1	4.4	2.7	Versicolor
6.0	5.4	4.2	Setosa
7.0	7.1	5.6	Virginica
2.4	6.2	3.0	Versicolor
5.5	9.3	6.2	Virginica
4.7	4.3	0.2	Setosa
5.5	2.8	1.8	Setosa
3.2	6.6	2.5	Virginica
6.0	5.7	4.7	Setosa
3.7	6.6	5.4	Virginica
7.0	8.5	3.7	Virginica
5.5	8.2	5.3	Virginica
2.5	5.0	5.5	Versicolor
6.3	5.8	3.8	Setosa
6.6	8.9	2.4	Versicolor
4.4	1.5	2.9	Setosa
5.5	7.9	3.5	Versicolor
7.2	5.1	1.2	Setosa
4.6	6.1	4.0	Virginica
8.2	5.0	0.9	Setosa
3.9	7.1	4.3	Virginica
5.0	9.2	4.5	Virginica
6.1	3.5	3.2	Setosa
3.9	9.3	6.3	Virginica
5.2	6.3	4.8	Versicolor
6.6	9.1	1.9	Virginica
4.8	6.2	4.1	Versicolor
7.5	2.1	1.2	Setosa
5.2	7.1	1.5	Versicolor
7.9	4.5	4.6	Versicolor
6.3	6.5	4.8	Versicolor
3.3	6.1	4.1	Virginica
2.7	9.3	3.4	Virginica
8.4	2.3	3.9	Setosa
6.8	8.3	2.3	Virginica
3.9	2.5	1.2	Setosa
4.0	2.8	3.7	Setosa
3.8	6.3	2.0	Versicolor
3.5	4.9	4.2	Setosa
4.9	5.4	3.2	Setosa
4.9	4.1	4.7	Setosa
2.8	6.6	2.9	Virginica
5.8	7.1	3.0	Versicolor
3.9	2.0	1.2	Setosa
8.3	8.9	2.0	Virginica
7.1	5.9	3.2	Setosa
7.9	2.2	4.9	Setosa
3.3	3.2	1.5	Setosa
6.7	4.9	4.4	Versicolor
5.7	9.0	5.0	Versicolor
7.3	5.6	3.7	Setosa
7.3	9.6	5.9	Virginica
7.1	7.5	3.5	Versicolor
5.9	3.6	4.8	Versicolor
7.2	6.1	5.4	Virginica
7.6	7.4	5.1	Virginica
5.0	5.5	4.7	Versicolor
4.8	7.2	5.6	Virginica
7.0	6.0	1.5	Versicolor
5.8	7.6	5.2	Virginica
7.3	7.0	3.5	Virginica
4.9	5.4	0.2	Setosa
3.7	6.0	6.3	Virginica
8.1	5.0	0.6	Setosa
4.3	6.1	2.8	Versicolor
6.9	2.6	2.9	Setosa
5.2	7.7	2.8	Virginica
5.8	6.1	3.5	Virginica
3.9	5.2	3.7	Setosa
4.5	6.5	5.9	Virginica
6.3	6.0	1.3	Setosa
5.3	7.7	2.5	Virginica
3.9	9.1	5.8	Versicolor
2.2	9.5	2.0	Virginica
4.0	9.4	4.3	Virginica
4.9	4.3	5.1	Versicolor
5.9	5.3	3.5	Versicolor
3.4	4.3	1.3	Versicolor
4.1	2.5	0.2	Setosa
3.0	4.1	2.6	Setosa
3.5	8.5	3.3	Versicolor
6.4	5.0	0.4	Setosa
7.0	4.5	1.1	Versicolor
7.9	5.9	2.3	Virginica
4.0	9.1	2.3	Virginica
4.5	2.9	0.6	Setosa
5.6	5.4	1.6	Setosa
7.6	6.0	3.6	Setosa
6.8	6.8	1.9	Versicolor
4.5	8.3	4.6	Virginica
5.0	8.4	5.9	Versicolor
4.2	7.1	4.6	Versicolor
7.8	8.2	6.7	Virginica
6.5	1.4	4.8	Setosa
6.3	9.2	2.7	Versicolor
5.8	6.0	4.3	Versicolor
