sepal.length	sepal.width	variety
5.6	7.5	Setosa
4.4	3.9	Setosa
8.2	3.5	Setosa
11.2	4.1	Versicolor
8.4	4.6	Virginica
6.1	6.8	Setosa
6.0	3.4	Versicolor
9.0	7.7	Setosa
6.1	4.3	Setosa
6.6	6.4	Setosa
7.0	7.0	Virginica
10.2	2.2	Versicolor
7.6	8.2	Setosa
7.2	6.6	Versicolor
7.7	7.1	Setosa
9.3	4.8	Versicolor
8.1	5.0	Setosa
6.2	3.5	Versicolor
7.5	4.3	Versicolor
8.0	3.5	Setosa
12.2	7.8	Virginica
8.9	7.4	Setosa
6.2	6.7	Setosa
11.1	5.5	Virginica
8.9	2.4	Versicolor
7.7	6.0	Versicolor
8.5	4.4	Setosa
6.4	4.2	Virginica
5.9	5.1	Setosa
9.7	6.7	Virginica
9.3	5.2	Virginica
6.9	7.6	Setosa
6.4	8.4	Setosa
7.2	4.3	Virginica
8.0	3.3	Versicolor
8.3	4.5	Versicolor
10.4	6.3	Virginica
7.3	5.4	Virginica
6.9	3.0	Setosa
6.1	3.5	Versicolor
7.1	4.6	Virginica
6.5	5.0	Virginica
10.0	5.7	Versicolor
4.8	7.4	Setosa
9.4	3.3	Virginica
6.3	4.9	Virginica
9.5	6.0	Virginica
8.6	5.1	Setosa
8.6	5.7	Versicolor
10.2	7.0	Virginica
8.5	4.3	Setosa
7.2	5.5	Virginica
8.9	4.4	Setosa
8.1	6.5	Versicolor
10.0	5.2	Virginica
6.0	6.2	Versicolor
8.1	4.5	Versicolor
8.0	4.2	Virginica
5.9	6.5	Versicolor
10.9	5.3	Virginica
9.8	5.5	Virginica
8.7	4.1	Versicolor
7.6	3.9	Versicolor
6.8	8.2	Setosa
10.8	3.3	Virginica
8.7	7.1	Virginica
7.8	3.7	Versicolor
7.3	3.8	Virginica
6.1	4.8	Versicolor
10.2	6.6	Virginica
9.0	3.3	Setosa
9.5	6.5	Virginica
10.4	3.2	Virginica
11.9	5.3	Virginica
6.4	4.5	Setosa
7.7	6.5	Virginica
8.4	3.9	Versicolor
7.5	6.9	Versicolor
8.8	5.5	Setosa
7.2	6.2	Versicolor
6.5	7.9	Setosa
5.6	7.3	Setosa
8.5	6.1	Setosa
8.3	5.5	Setosa
9.1	5.6	Setosa
8.8	3.0	Virginica
9.8	5.3	Versicolor
8.6	4.3	Virginica
8.2	4.2	Setosa
6.7	4.4	Versicolor
9.7	6.9	Versicolor
7.3	3.7	Versicolor
7.7	6.3	Virginica
5.8	4.8	Virginica
8.9	4.2	Setosa
6.2	4.8	Versicolor
7.2	7.9	Virginica
8.3	4.6	Versicolor
6.7	4.3	Versicolor
6.6	4.5	Virginica
5.9	4.0	Versicolor
9.1	7.7	Setosa
4.8	5.6	Setosa
11.2	4.1	Virginica
6.9	4.1	Versicolor
