petal.length	variety
9.9	Virginica
8.1	Virginica
5.4	Setosa
3.0	Setosa
7.7	Virginica
7.3	Virginica
1.3	Setosa
5.9	Versicolor
6.3	Virginica
5.3	Setosa
7.1	Virginica
8.8	Virginica
6.7	Virginica
6.5	Virginica
3.5	Setosa
5.8	Versicolor
6.5	Virginica
1.8	Setosa
5.8	Versicolor
6.2	Virginica
2.7	Setosa
5.1	Versicolor
1.9	Setosa
2.6	Setosa
6.7	Versicolor
6.0	Setosa
7.4	Versicolor
4.9	Setosa
6.0	Setosa
8.8	Virginica
7.9	Virginica
9.1	Versicolor
6.0	Versicolor
3.8	Setosa
6.0	Setosa
5.9	Virginica
8.6	Versicolor
1.4	Setosa
5.2	Versicolor
5.6	Versicolor
5.6	Setosa
5.5	Setosa
3.5	Setosa
4.5	Setosa
8.4	Versicolor
5.6	Virginica
5.7	Versicolor
7.6	Virginica
7.0	Versicolor
8.0	Versicolor
8.9	Versicolor
7.7	Versicolor
1.7	Setosa
5.1	Virginica
5.2	Versicolor
4.1	Setosa
5.7	Setosa
2.6	Setosa
3.0	Setosa
1.4	Setosa
10.1	Virginica
7.0	Versicolor
4.0	Versicolor
6.3	Virginica
3.4	Setosa
2.3	Setosa
5.0	Setosa
1.9	Setosa
2.1	Setosa
3.3	Versicolor
3.4	Setosa
2.2	Setosa
4.4	Setosa
5.6	Versicolor
5.9	Virginica
5.3	Setosa
5.2	Versicolor
8.1	Versicolor
8.6	Virginica
2.6	Setosa
6.2	Virginica
7.0	Versicolor
4.5	Versicolor
7.3	Versicolor
4.8	Setosa
7.4	Versicolor
8.0	Virginica
5.0	Setosa
5.0	Setosa
8.4	Virginica
4.5	Versicolor
6.3	Versicolor
6.0	Versicolor
8.1	Virginica
7.8	Versicolor
2.9	Setosa
5.0	Versicolor
8.6	Virginica
5.5	Virginica
9.6	Virginica
7.1	Virginica
4.0	Setosa
9.0	Versicolor
4.5	Versicolor
6.6	Virginica
