petal.length	petal.width	variety
2.4	3.7	Setosa
6.1	3.9	Virginica
10.3	2.2	Virginica
4.9	5.9	Versicolor
5.2	3.7	Versicolor
3.0	1.7	Setosa
10.8	2.3	Virginica
8.6	6.0	Versicolor
1.5	2.2	Setosa
5.0	4.2	Virginica
7.5	1.3	Versicolor
5.4	3.9	Versicolor
7.3	5.3	Virginica
5.4	3.7	Setosa
7.5	4.5	Versicolor
6.8	4.8	Versicolor
9.5	4.0	Virginica
5.5	2.8	Versicolor
4.6	4.8	Versicolor
2.9	3.2	Setosa
9.8	4.8	Virginica
4.0	3.6	Versicolor
3.1	2.2	Setosa
6.0	4.8	Virginica
4.7	0.2	Setosa
2.7	3.7	Setosa
6.0	2.5	Versicolor
9.1	3.5	Virginica
9.1	2.0	Virginica
6.7	3.2	Versicolor
5.4	6.1	Virginica
2.0	4.4	Setosa
8.6	3.3	Versicolor
5.9	3.7	Versicolor
4.8	1.7	Setosa
8.1	3.8	Virginica
8.3	2.6	Virginica
3.9	0.7	Setosa
2.7	0.9	Setosa
6.7	5.1	Versicolor
3.9	4.6	Setosa
4.6	1.6	Setosa
8.9	5.5	Versicolor
3.7	4.5	Setosa
8.1	4.4	Virginica
6.7	3.8	Virginica
4.0	1.0	Versicolor
6.3	1.8	Versicolor
2.7	1.3	Setosa
6.4	4.3	Virginica
6.2	4.0	Versicolor
4.5	1.3	Versicolor
1.3	3.3	Setosa
8.2	2.0	Versicolor
9.3	2.8	Virginica
10.0	3.8	Virginica
1.8	4.8	Setosa
6.1	0.9	Setosa
2.1	1.2	Setosa
2.5	4.9	Setosa
7.5	1.0	Versicolor
9.7	4.1	Virginica
9.9	4.3	Virginica
4.5	3.5	Versicolor
4.4	2.2	Setosa
6.8	6.4	Virginica
3.9	1.9	Setosa
9.1	3.1	Versicolor
3.4	3.7	Setosa
1.9	3.7	Setosa
2.0	2.2	Setosa
9.8	5.3	Virginica
3.9	3.2	Versicolor
7.2	4.7	Virginica
9.6	3.9	Virginica
6.3	2.3	Versicolor
4.0	4.6	Setosa
11.1	5.6	Virginica
6.0	0.2	Setosa
8.8	5.4	Versicolor
5.2	5.8	Versicolor
8.1	5.7	Virginica
4.9	1.3	Versicolor
8.4	5.1	Versicolor
6.1	4.4	Virginica
3.3	2.0	Versicolor
1.5	0.8	Setosa
5.5	1.7	Setosa
2.9	3.7	Setosa
5.5	5.5	Versicolor
5.1	3.6	Setosa
5.1	4.2	Setosa
8.6	4.1	Virginica
3.0	1.2	Setosa
2.5	0.4	Setosa
7.5	1.7	Versicolor
7.6	6.4	Virginica
5.0	5.6	Versicolor
6.0	2.7	Setosa
10.6	6.5	Virginica
8.5	4.5	Virginica
9.6	4.3	Virginica
8.6	3.5	Versicolor
5.9	3.8	Virginica
4.4	1.8	Setosa
