sepal.width	variety
6.0	Virginica
6.0	Virginica
3.0	Virginica
3.7	Virginica
2.4	Versicolor
3.0	Virginica
5.9	Setosa
3.0	Virginica
3.2	Setosa
5.5	Setosa
4.0	Virginica
6.3	Versicolor
5.9	Versicolor
7.0	Setosa
4.8	Setosa
5.1	Versicolor
5.0	Versicolor
7.6	Versicolor
6.4	Versicolor
3.9	Versicolor
6.9	Setosa
3.4	Setosa
4.8	Virginica
4.7	Versicolor
3.0	Virginica
5.7	Setosa
5.2	Setosa
5.9	Setosa
3.6	Virginica
8.6	Setosa
6.5	Setosa
6.9	Versicolor
6.6	Virginica
5.0	Setosa
6.7	Virginica
5.5	Virginica
3.4	Setosa
4.2	Virginica
7.4	Setosa
4.0	Setosa
8.4	Setosa
5.3	Virginica
2.7	Virginica
6.0	Versicolor
3.7	Versicolor
6.6	Virginica
7.4	Virginica
6.0	Versicolor
6.0	Virginica
6.3	Setosa
7.4	Virginica
4.4	Setosa
2.9	Virginica
5.8	Setosa
3.1	Setosa
4.3	Setosa
4.6	Versicolor
5.1	Virginica
3.0	Versicolor
7.0	Versicolor
4.8	Virginica
7.0	Setosa
5.0	Virginica
6.4	Setosa
5.2	Setosa
6.4	Versicolor
3.8	Virginica
6.0	Virginica
3.5	Setosa
7.0	Versicolor
7.0	Virginica
3.6	Versicolor
3.1	Setosa
4.2	Virginica
7.2	Versicolor
3.7	Versicolor
3.4	Versicolor
3.8	Versicolor
3.8	Virginica
7.6	Virginica
4.8	Versicolor
4.9	Versicolor
3.3	Versicolor
3.7	Versicolor
5.8	Versicolor
5.6	Setosa
5.6	Setosa
4.5	Setosa
3.2	Versicolor
3.6	Setosa
5.3	Virginica
5.6	Setosa
2.7	Virginica
3.0	Versicolor
5.8	Setosa
4.7	Versicolor
4.6	Versicolor
3.1	Virginica
7.7	Setosa
8.2	Setosa
2.9	Versicolor
6.3	Virginica
2.7	Virginica
4.0	Setosa
5.7	Virginica
