sepal.width	variety
5.2	Virginica
7.5	Virginica
5.0	Virginica
5.2	Versicolor
4.2	Virginica
4.3	Setosa
7.5	Virginica
4.7	Versicolor
6.0	Virginica
6.0	Setosa
2.5	Versicolor
5.9	Virginica
3.5	Virginica
4.5	Versicolor
6.7	Virginica
5.5	Versicolor
7.0	Setosa
2.8	Virginica
3.4	Setosa
6.1	Setosa
7.3	Virginica
6.5	Setosa
4.4	Versicolor
6.8	Virginica
7.1	Versicolor
4.2	Setosa
4.2	Versicolor
7.5	Setosa
6.9	Versicolor
7.4	Setosa
5.9	Virginica
3.6	Virginica
3.9	Setosa
3.4	Setosa
7.7	Virginica
7.7	Virginica
3.9	Setosa
6.2	Setosa
4.4	Virginica
4.8	Versicolor
7.5	Versicolor
3.6	Versicolor
2.6	Virginica
6.6	Setosa
4.4	Virginica
6.1	Versicolor
7.7	Setosa
4.6	Setosa
4.3	Virginica
5.3	Virginica
7.1	Setosa
3.7	Versicolor
5.9	Versicolor
6.1	Versicolor
7.6	Virginica
3.8	Virginica
5.5	Versicolor
5.0	Virginica
6.5	Virginica
4.6	Setosa
7.3	Setosa
7.7	Setosa
5.5	Virginica
6.0	Virginica
7.6	Virginica
4.3	Setosa
4.9	Setosa
5.8	Virginica
4.7	Virginica
6.1	Setosa
2.8	Virginica
6.8	Versicolor
5.5	Virginica
4.0	Versicolor
3.5	Versicolor
6.4	Setosa
5.8	Setosa
4.5	Setosa
7.0	Versicolor
4.4	Versicolor
4.6	Setosa
4.0	Setosa
4.2	Versicolor
7.7	Virginica
3.7	Versicolor
3.7	Setosa
2.3	Versicolor
4.7	Virginica
6.3	Setosa
5.1	Virginica
5.7	Setosa
3.5	Virginica
6.6	Versicolor
3.3	Versicolor
3.2	Versicolor
6.0	Setosa
4.9	Setosa
5.8	Virginica
4.0	Virginica
5.6	Versicolor
3.0	Versicolor
7.8	Virginica
7.0	Virginica
4.0	Versicolor
5.5	Setosa
