sepal.length	variety
6.5	Setosa
5.6	Versicolor
7.3	Virginica
8.4	Virginica
8.7	Setosa
7.3	Setosa
5.5	Setosa
8.2	Virginica
5.1	Setosa
10.2	Versicolor
6.8	Setosa
8.2	Setosa
11.2	Versicolor
8.9	Versicolor
8.8	Versicolor
9.7	Virginica
9.3	Virginica
6.4	Virginica
5.6	Versicolor
9.3	Versicolor
8.4	Setosa
9.9	Versicolor
7.5	Setosa
9.5	Setosa
10.0	Virginica
8.3	Virginica
9.4	Setosa
5.5	Versicolor
10.8	Virginica
7.7	Versicolor
9.2	Virginica
8.8	Virginica
9.5	Versicolor
5.2	Versicolor
10.3	Virginica
6.3	Virginica
9.2	Virginica
10.4	Versicolor
6.8	Virginica
4.4	Setosa
7.4	Virginica
6.0	Setosa
6.6	Versicolor
9.5	Versicolor
8.7	Virginica
7.6	Virginica
9.5	Virginica
8.6	Setosa
10.5	Virginica
7.7	Setosa
6.9	Setosa
5.7	Versicolor
8.1	Versicolor
7.1	Virginica
9.0	Versicolor
7.8	Setosa
10.3	Virginica
9.3	Virginica
5.6	Versicolor
8.4	Virginica
5.3	Setosa
10.3	Virginica
10.2	Setosa
7.5	Setosa
9.4	Setosa
6.5	Versicolor
7.3	Versicolor
9.2	Virginica
10.5	Virginica
7.9	Setosa
5.9	Versicolor
9.1	Versicolor
6.6	Setosa
9.2	Versicolor
6.7	Versicolor
6.9	Virginica
8.9	Setosa
7.7	Setosa
8.7	Virginica
9.5	Versicolor
6.9	Virginica
6.7	Versicolor
6.4	Setosa
7.1	Versicolor
8.3	Setosa
6.7	Versicolor
5.7	Setosa
11.0	Virginica
6.9	Setosa
9.5	Versicolor
9.4	Versicolor
7.9	Virginica
6.1	Setosa
5.0	Setosa
7.5	Setosa
8.2	Virginica
6.1	Versicolor
9.6	Versicolor
6.9	Virginica
9.5	Versicolor
8.5	Virginica
7.4	Versicolor
8.1	Virginica
6.4	Virginica
8.9	Setosa
