sepal.length	variety
5.5	Setosa
7.2	Setosa
5.6	Setosa
10.7	Virginica
4.6	Setosa
8.1	Versicolor
7.1	Virginica
10.8	Versicolor
6.7	Versicolor
6.8	Virginica
6.7	Virginica
8.0	Virginica
5.3	Setosa
7.2	Setosa
8.7	Virginica
7.8	Virginica
5.4	Versicolor
6.2	Virginica
9.0	Setosa
8.2	Versicolor
7.8	Versicolor
7.6	Setosa
8.4	Virginica
7.9	Virginica
7.8	Virginica
9.3	Versicolor
11.4	Virginica
7.0	Versicolor
5.9	Versicolor
11.1	Versicolor
7.9	Virginica
8.0	Setosa
8.6	Versicolor
6.4	Setosa
8.1	Versicolor
7.9	Virginica
8.5	Setosa
9.3	Versicolor
7.3	Versicolor
7.7	Virginica
8.5	Virginica
7.1	Versicolor
8.1	Setosa
8.4	Setosa
8.7	Setosa
9.7	Virginica
5.6	Setosa
7.9	Setosa
6.7	Setosa
9.1	Setosa
4.9	Setosa
6.6	Virginica
8.7	Virginica
9.7	Versicolor
6.3	Virginica
6.8	Setosa
7.4	Setosa
8.7	Setosa
8.3	Setosa
9.6	Versicolor
8.4	Virginica
6.1	Setosa
7.9	Versicolor
9.7	Versicolor
6.5	Versicolor
7.5	Versicolor
5.9	Versicolor
8.5	Setosa
10.3	Virginica
5.9	Setosa
8.2	Virginica
6.4	Setosa
8.0	Versicolor
6.0	Versicolor
12.1	Virginica
7.0	Setosa
8.0	Virginica
9.5	Setosa
9.5	Virginica
5.5	Setosa
10.7	Versicolor
11.4	Virginica
8.8	Versicolor
5.1	Setosa
10.4	Virginica
10.7	Virginica
8.8	Setosa
8.7	Versicolor
7.5	Virginica
8.1	Setosa
6.7	Versicolor
10.6	Versicolor
8.7	Virginica
8.3	Virginica
6.1	Setosa
7.9	Virginica
6.5	Virginica
8.5	Versicolor
10.1	Versicolor
7.6	Versicolor
9.0	Setosa
7.4	Setosa
9.1	Setosa
7.1	Versicolor
8.5	Versicolor
