sepal.length	sepal.width	petal.length	petal.width	variety
10.9	3.3	7.6	4.1	Virginica
5.5	5.4	8.2	2.0	Versicolor
6.0	6.0	8.3	3.3	Virginica
7.4	6.4	1.8	3.4	Setosa
10.0	4.7	6.7	1.9	Versicolor
6.0	4.3	5.8	4.3	Setosa
7.9	7.0	6.0	4.2	Virginica
6.6	2.9	4.7	3.9	Versicolor
8.6	3.5	6.9	2.4	Versicolor
5.5	5.7	4.9	4.7	Setosa
8.8	5.7	8.1	5.0	Versicolor
5.1	3.5	4.4	0.8	Setosa
10.3	4.2	7.4	2.7	Versicolor
8.7	5.5	7.5	4.2	Versicolor
6.9	6.7	9.8	3.8	Virginica
6.6	2.7	7.7	2.8	Versicolor
8.2	7.0	6.2	4.7	Versicolor
7.2	7.7	8.0	2.3	Virginica
8.1	3.5	7.9	5.8	Virginica
5.1	5.6	5.0	4.2	Setosa
7.8	4.9	2.6	4.7	Setosa
7.0	5.0	5.8	6.2	Virginica
8.9	5.1	1.5	3.2	Setosa
11.2	6.6	10.4	6.8	Virginica
9.8	5.9	9.3	2.3	Virginica
8.0	6.5	7.5	2.5	Versicolor
5.8	8.2	4.5	4.2	Setosa
6.5	4.3	3.4	1.7	Setosa
9.4	3.0	3.4	0.2	Setosa
9.0	5.1	4.9	4.2	Versicolor
9.2	3.3	8.2	6.5	Virginica
11.4	4.1	4.9	1.5	Versicolor
9.9	4.4	2.2	3.9	Setosa
8.4	2.8	9.6	3.2	Virginica
6.0	7.4	9.0	2.1	Versicolor
6.8	6.3	8.1	6.4	Virginica
7.8	7.9	3.9	4.2	Setosa
6.6	3.8	8.9	3.0	Virginica
11.3	4.3	5.8	1.4	Versicolor
8.2	4.8	6.6	4.8	Versicolor
7.5	4.0	9.7	5.5	Virginica
7.5	6.3	5.0	1.3	Versicolor
6.7	7.2	2.6	1.2	Setosa
7.8	6.0	7.5	3.1	Virginica
7.0	7.0	10.0	3.3	Virginica
9.7	4.5	4.0	4.7	Setosa
4.6	7.1	2.5	4.7	Setosa
12.2	5.0	8.1	6.3	Virginica
7.6	7.3	5.5	0.8	Setosa
8.4	5.8	7.9	4.5	Virginica
6.7	6.1	9.2	5.5	Versicolor
8.0	6.7	9.1	5.6	Versicolor
9.9	5.5	8.0	4.5	Versicolor
6.1	3.3	7.5	1.8	Versicolor
6.8	6.0	5.4	1.1	Setosa
5.2	6.1	5.5	2.1	Setosa
8.5	3.7	1.7	0.2	Setosa
8.7	3.6	9.6	3.9	Virginica
7.6	3.5	4.9	2.2	Setosa
6.7	4.1	6.5	5.5	Versicolor
9.3	7.3	7.1	3.5	Virginica
6.6	4.5	5.5	6.0	Versicolor
8.6	5.7	3.0	2.9	Setosa
6.9	3.7	3.8	2.7	Setosa
11.1	4.5	6.9	3.6	Virginica
9.7	6.6	4.9	3.9	Versicolor
10.0	3.5	4.8	0.7	Setosa
10.2	4.3	5.7	6.6	Virginica
7.5	3.2	9.6	6.0	Virginica
9.2	8.3	6.7	3.7	Virginica
7.8	6.0	4.1	3.6	Setosa
6.8	6.5	6.0	3.4	Virginica
8.6	6.0	9.6	3.6	Virginica
9.0	3.7	9.5	1.5	Virginica
6.1	5.8	5.9	4.4	Setosa
9.2	6.7	4.4	4.9	Versicolor
7.8	5.8	7.5	7.0	Virginica
6.8	2.8	4.9	3.3	Versicolor
5.0	3.4	3.5	3.2	Setosa
8.6	5.9	3.5	4.7	Setosa
9.1	7.0	6.1	3.3	Versicolor
5.9	5.0	4.7	4.5	Versicolor
7.5	6.5	8.0	2.8	Versicolor
8.7	5.2	9.0	3.0	Versicolor
7.6	4.5	8.1	5.9	Versicolor
7.7	7.4	8.8	5.3	Versicolor
7.5	5.8	7.8	1.5	Versicolor
9.1	7.1	7.6	5.4	Virginica
8.5	7.0	2.8	4.8	Setosa
7.9	6.8	9.1	1.9	Virginica
8.0	4.9	2.6	1.9	Setosa
5.9	7.7	8.8	5.3	Versicolor
8.8	6.9	10.1	2.3	Virginica
8.4	5.6	5.9	4.6	Setosa
10.2	8.3	1.7	0.3	Setosa
8.8	4.5	2.9	0.8	Setosa
8.3	8.0	4.2	0.2	Setosa
9.9	3.6	8.9	6.6	Virginica
5.7	5.9	3.5	1.9	Setosa
6.4	7.2	5.8	2.9	Virginica
11.4	4.6	7.6	3.8	Virginica
6.0	3.7	7.5	4.0	Versicolor
8.7	3.4	4.9	1.7	Setosa
5.1	7.0	5.5	2.1	Versicolor
8.2	4.9	5.9	5.8	Virginica
