petal.length	petal.width	variety
1.6	1.2	Setosa
5.5	2.0	Versicolor
7.5	4.5	Versicolor
10.7	3.7	Virginica
9.4	5.5	Virginica
5.0	1.1	Setosa
5.3	1.7	Setosa
5.1	5.9	Virginica
6.1	3.9	Setosa
1.9	1.7	Setosa
5.9	4.4	Versicolor
6.2	0.2	Setosa
4.0	3.7	Setosa
5.2	2.5	Versicolor
7.5	5.0	Virginica
5.7	0.7	Setosa
4.4	2.1	Setosa
4.7	3.9	Setosa
4.4	3.7	Setosa
1.5	3.9	Setosa
5.6	2.4	Virginica
8.1	2.5	Virginica
7.9	2.6	Virginica
5.3	1.2	Setosa
7.2	2.5	Versicolor
9.8	2.8	Virginica
8.4	3.5	Versicolor
1.6	3.2	Setosa
9.4	3.8	Virginica
6.5	2.0	Versicolor
7.4	4.9	Versicolor
7.0	3.7	Virginica
6.8	4.6	Virginica
4.0	5.3	Versicolor
5.6	4.2	Virginica
10.7	3.5	Virginica
4.7	5.0	Versicolor
5.8	4.3	Virginica
7.4	3.5	Virginica
4.7	3.9	Versicolor
5.9	2.9	Versicolor
4.1	2.3	Versicolor
7.4	5.0	Versicolor
9.0	5.3	Versicolor
8.5	4.3	Versicolor
4.9	4.6	Setosa
11.4	5.3	Virginica
2.4	4.8	Setosa
2.0	3.2	Setosa
3.4	2.7	Setosa
8.9	4.3	Virginica
1.4	3.7	Setosa
5.1	3.7	Setosa
5.3	4.7	Setosa
7.1	6.1	Virginica
2.0	1.4	Setosa
1.4	1.7	Setosa
10.0	5.1	Virginica
2.0	3.2	Setosa
6.6	4.9	Versicolor
8.6	1.5	Versicolor
8.0	2.0	Versicolor
3.0	4.7	Setosa
4.6	1.3	Versicolor
7.5	5.5	Versicolor
7.2	6.6	Virginica
5.5	4.7	Setosa
10.1	2.9	Virginica
5.3	5.0	Versicolor
7.1	3.8	Versicolor
5.2	1.7	Versicolor
8.1	4.0	Virginica
3.4	0.7	Setosa
5.1	5.8	Versicolor
1.3	0.4	Setosa
9.7	4.8	Virginica
8.7	6.1	Versicolor
6.0	1.1	Versicolor
1.6	3.7	Setosa
1.9	3.2	Setosa
4.9	0.8	Setosa
3.8	3.6	Versicolor
4.5	4.9	Setosa
4.5	5.2	Versicolor
5.8	1.9	Virginica
3.7	4.2	Setosa
9.4	4.8	Virginica
2.0	4.2	Setosa
5.3	1.3	Versicolor
6.7	1.8	Versicolor
8.2	2.2	Versicolor
7.5	3.8	Virginica
5.9	4.3	Versicolor
3.6	2.2	Setosa
5.3	2.4	Versicolor
3.3	1.2	Setosa
9.3	3.8	Versicolor
9.8	3.2	Virginica
7.6	5.1	Versicolor
9.1	4.5	Virginica
8.5	5.0	Versicolor
6.5	3.3	Virginica
10.2	5.0	Virginica
9.6	3.8	Virginica
6.1	4.8	Virginica
