sepal.width	variety
7.3	Virginica
6.5	Virginica
7.0	Versicolor
6.5	Virginica
4.6	Virginica
7.2	Virginica
6.0	Versicolor
5.2	Versicolor
6.5	Versicolor
5.0	Versicolor
7.4	Versicolor
6.5	Virginica
7.7	Virginica
4.9	Virginica
3.7	Virginica
6.6	Setosa
5.9	Setosa
5.9	Setosa
4.2	Versicolor
2.9	Virginica
3.2	Setosa
4.9	Versicolor
5.5	Versicolor
6.1	Setosa
6.0	Setosa
6.4	Versicolor
7.6	Setosa
7.3	Versicolor
3.3	Setosa
6.1	Setosa
7.2	Virginica
7.6	Virginica
5.5	Virginica
4.3	Virginica
8.4	Setosa
8.2	Setosa
5.2	Setosa
5.5	Virginica
4.8	Virginica
4.0	Virginica
5.5	Setosa
3.9	Setosa
4.2	Versicolor
5.5	Virginica
5.4	Setosa
7.3	Versicolor
3.9	Setosa
5.0	Setosa
6.2	Virginica
6.9	Versicolor
3.1	Versicolor
4.3	Setosa
5.9	Setosa
7.6	Versicolor
6.2	Setosa
2.7	Virginica
4.5	Virginica
7.3	Versicolor
7.1	Virginica
4.2	Versicolor
3.8	Virginica
3.0	Setosa
4.6	Versicolor
6.2	Setosa
6.8	Versicolor
3.5	Versicolor
2.7	Virginica
7.6	Virginica
3.1	Versicolor
3.7	Virginica
6.5	Versicolor
3.2	Versicolor
3.2	Versicolor
6.9	Setosa
5.0	Setosa
3.8	Virginica
6.6	Virginica
4.0	Virginica
4.0	Versicolor
4.6	Versicolor
5.0	Virginica
3.9	Versicolor
4.4	Virginica
3.0	Virginica
4.9	Setosa
5.4	Setosa
5.6	Virginica
3.4	Versicolor
5.0	Versicolor
8.1	Setosa
3.9	Setosa
7.3	Virginica
7.7	Versicolor
4.4	Setosa
6.5	Setosa
6.0	Setosa
7.8	Versicolor
5.3	Setosa
7.7	Setosa
5.6	Setosa
3.8	Virginica
5.9	Virginica
3.1	Virginica
8.2	Setosa
3.0	Versicolor
