petal.length	petal.width	variety
8.5	2.7	Versicolor
10.4	3.5	Virginica
3.5	2.7	Setosa
5.1	4.8	Versicolor
4.9	2.0	Virginica
8.0	3.9	Virginica
7.4	2.6	Virginica
5.9	1.6	Setosa
6.5	3.3	Versicolor
5.9	4.8	Setosa
6.4	5.9	Versicolor
5.5	4.0	Virginica
4.3	4.3	Setosa
5.1	4.1	Versicolor
6.0	1.1	Setosa
8.9	5.8	Virginica
5.7	1.8	Versicolor
4.5	1.1	Versicolor
7.8	6.3	Versicolor
7.4	2.8	Virginica
1.8	1.2	Setosa
1.4	4.2	Setosa
4.5	1.7	Setosa
8.3	1.8	Virginica
7.6	2.5	Virginica
5.4	0.7	Setosa
5.7	5.0	Setosa
6.0	2.7	Setosa
8.7	5.0	Versicolor
8.8	3.3	Virginica
4.9	4.2	Setosa
7.5	5.3	Virginica
7.6	3.9	Versicolor
6.6	6.5	Virginica
2.2	1.2	Setosa
5.0	1.5	Versicolor
5.8	3.0	Versicolor
5.8	4.1	Versicolor
6.0	1.0	Versicolor
7.8	5.3	Versicolor
9.6	5.3	Virginica
2.1	2.7	Setosa
4.5	1.5	Versicolor
9.6	3.9	Virginica
1.5	0.7	Setosa
4.7	0.3	Setosa
9.0	2.0	Virginica
6.5	5.3	Versicolor
2.9	1.2	Setosa
10.2	2.0	Virginica
6.1	2.2	Setosa
4.9	4.8	Versicolor
5.9	4.4	Versicolor
4.5	0.8	Setosa
6.3	5.3	Virginica
5.1	0.6	Setosa
10.2	3.2	Virginica
4.8	4.5	Versicolor
3.3	4.2	Setosa
9.1	4.9	Virginica
6.5	2.5	Versicolor
2.6	3.7	Setosa
4.7	2.0	Versicolor
5.6	4.3	Versicolor
5.2	3.3	Virginica
8.1	3.1	Virginica
6.5	1.5	Versicolor
6.1	4.3	Virginica
5.2	2.0	Virginica
1.3	1.8	Setosa
4.9	4.9	Versicolor
5.2	2.9	Setosa
4.0	2.2	Setosa
7.5	6.2	Versicolor
3.4	2.8	Setosa
5.4	1.7	Versicolor
5.6	3.9	Virginica
2.5	4.4	Setosa
7.0	5.8	Virginica
5.8	4.9	Setosa
5.9	3.2	Setosa
8.5	3.5	Versicolor
6.6	4.8	Versicolor
7.1	6.6	Virginica
9.4	3.0	Versicolor
4.7	3.9	Versicolor
9.8	5.2	Virginica
9.5	5.8	Virginica
7.4	1.2	Versicolor
8.4	5.6	Versicolor
1.9	3.4	Setosa
5.7	1.5	Versicolor
1.4	0.7	Setosa
4.1	3.1	Setosa
6.1	6.2	Virginica
6.7	1.6	Versicolor
5.5	3.4	Setosa
7.2	3.2	Versicolor
7.6	4.0	Versicolor
6.4	3.7	Setosa
6.5	5.3	Versicolor
7.8	3.3	Versicolor
3.5	2.9	Setosa
6.6	2.3	Virginica
8.7	3.2	Versicolor
