sepal.length	variety
6.1	Setosa
7.4	Virginica
8.4	Virginica
7.0	Setosa
5.9	Versicolor
10.5	Virginica
7.9	Setosa
6.7	Virginica
10.4	Versicolor
10.2	Versicolor
8.1	Virginica
5.8	Virginica
7.4	Setosa
6.1	Virginica
8.5	Setosa
7.3	Virginica
6.3	Setosa
5.7	Setosa
7.7	Virginica
7.6	Versicolor
10.0	Versicolor
8.4	Virginica
5.6	Versicolor
8.0	Versicolor
9.9	Virginica
10.1	Virginica
9.0	Virginica
6.0	Versicolor
6.4	Setosa
8.2	Versicolor
10.7	Virginica
6.8	Virginica
9.5	Versicolor
7.1	Versicolor
6.8	Virginica
10.8	Versicolor
9.8	Versicolor
6.1	Setosa
8.2	Versicolor
10.7	Versicolor
5.0	Versicolor
6.8	Setosa
7.3	Versicolor
6.8	Virginica
10.7	Virginica
10.8	Virginica
7.1	Setosa
6.9	Versicolor
7.0	Setosa
9.7	Virginica
6.5	Setosa
10.3	Virginica
6.7	Versicolor
6.1	Versicolor
8.0	Versicolor
7.0	Setosa
10.4	Versicolor
9.4	Setosa
5.5	Versicolor
6.2	Setosa
7.0	Versicolor
8.7	Versicolor
9.0	Setosa
8.3	Virginica
8.2	Setosa
6.3	Versicolor
10.2	Virginica
8.9	Virginica
7.9	Virginica
6.7	Setosa
9.5	Setosa
7.5	Setosa
8.4	Versicolor
5.5	Setosa
10.2	Versicolor
8.6	Setosa
7.1	Versicolor
9.3	Versicolor
5.9	Setosa
12.1	Virginica
10.0	Versicolor
9.8	Virginica
10.7	Virginica
8.1	Setosa
10.1	Versicolor
5.6	Setosa
6.8	Setosa
7.1	Versicolor
6.3	Virginica
8.3	Versicolor
8.9	Virginica
6.4	Virginica
7.7	Versicolor
8.1	Setosa
5.4	Setosa
10.7	Virginica
6.4	Setosa
6.8	Setosa
6.5	Setosa
7.9	Virginica
7.4	Virginica
7.1	Versicolor
10.6	Versicolor
8.7	Versicolor
7.3	Versicolor
