sepal.length	sepal.width	petal.length	variety
10.7	5.0	9.5	Versicolor
7.3	7.1	6.0	Versicolor
9.2	4.2	5.0	Versicolor
9.4	4.2	4.8	Versicolor
5.1	4.6	4.0	Setosa
6.8	6.2	5.0	Setosa
6.6	3.3	5.9	Virginica
6.7	2.8	4.6	Versicolor
10.1	6.6	7.1	Virginica
7.3	4.8	6.6	Virginica
9.0	4.7	9.6	Virginica
7.9	6.6	7.1	Virginica
5.5	4.8	4.4	Setosa
9.4	4.0	6.0	Virginica
7.3	4.0	9.0	Virginica
6.6	5.7	5.0	Setosa
8.0	6.8	6.5	Versicolor
9.6	6.0	9.4	Virginica
7.1	4.0	1.4	Setosa
6.4	4.4	3.3	Setosa
8.2	5.6	4.9	Versicolor
8.7	4.8	6.7	Virginica
8.6	3.5	7.0	Versicolor
5.8	3.0	4.1	Setosa
10.8	6.4	5.6	Virginica
7.0	4.5	6.1	Setosa
6.3	6.2	8.4	Versicolor
7.7	3.8	9.7	Virginica
5.3	4.5	4.9	Setosa
7.2	5.8	3.2	Setosa
4.9	7.0	3.8	Setosa
9.3	3.9	10.1	Virginica
6.5	5.4	6.1	Setosa
6.7	3.6	5.2	Versicolor
6.3	3.1	1.6	Setosa
9.9	7.3	7.1	Virginica
10.5	4.5	7.0	Virginica
6.0	6.5	2.8	Setosa
7.3	4.7	7.1	Virginica
7.0	7.5	8.8	Virginica
7.7	7.3	7.2	Virginica
9.2	5.9	2.5	Setosa
9.6	4.5	11.1	Virginica
10.0	5.9	8.5	Versicolor
6.9	7.6	2.5	Setosa
8.9	7.4	3.2	Setosa
8.5	7.5	4.1	Setosa
6.6	7.5	3.4	Setosa
6.2	4.0	4.7	Versicolor
9.1	4.7	4.4	Setosa
8.9	4.6	6.0	Virginica
8.9	4.8	9.4	Virginica
10.6	4.5	5.9	Virginica
10.2	4.4	6.7	Versicolor
7.6	3.0	5.1	Versicolor
8.2	7.5	7.7	Virginica
9.4	2.4	4.3	Versicolor
9.0	4.0	4.8	Virginica
7.0	3.3	6.8	Versicolor
5.9	7.5	2.9	Setosa
9.0	2.8	8.1	Versicolor
8.5	5.5	5.8	Setosa
7.3	5.5	9.0	Virginica
7.8	4.7	6.4	Virginica
10.5	2.7	4.5	Versicolor
10.1	4.9	5.6	Versicolor
5.2	5.2	5.3	Setosa
9.7	6.7	10.0	Virginica
5.0	4.9	2.5	Setosa
7.1	7.9	5.5	Setosa
7.7	6.2	5.4	Versicolor
7.0	2.4	5.2	Versicolor
9.0	6.7	5.9	Setosa
10.3	4.2	8.1	Virginica
7.9	6.9	2.4	Setosa
7.6	5.3	5.0	Setosa
5.9	4.5	6.6	Virginica
8.7	6.1	7.4	Virginica
9.1	6.0	6.9	Versicolor
6.6	5.3	6.4	Setosa
5.6	3.8	3.1	Setosa
8.1	7.9	1.4	Setosa
10.7	7.1	9.6	Virginica
9.1	5.8	8.0	Versicolor
9.7	5.4	1.9	Setosa
10.9	4.7	8.3	Virginica
11.5	4.2	5.7	Versicolor
9.3	3.5	6.4	Versicolor
6.3	3.3	5.2	Versicolor
5.3	6.0	2.9	Setosa
7.4	7.2	2.3	Setosa
7.4	2.9	7.8	Versicolor
8.6	6.8	3.2	Setosa
7.9	7.1	1.4	Setosa
5.6	5.5	6.0	Versicolor
6.9	7.2	7.8	Virginica
7.2	7.6	8.6	Virginica
9.6	6.5	9.1	Versicolor
8.1	4.9	4.6	Versicolor
9.4	4.8	10.1	Virginica
7.4	3.7	8.5	Versicolor
7.7	3.0	9.3	Virginica
8.9	6.4	5.7	Setosa
6.0	2.4	5.3	Versicolor
7.7	4.7	6.1	Setosa
