sepal.length	sepal.width	variety
8.3	3.7	Virginica
9.6	6.3	Setosa
10.3	6.5	Versicolor
5.4	7.7	Setosa
9.9	7.7	Virginica
5.4	4.5	Versicolor
5.7	7.5	Versicolor
5.0	4.7	Setosa
7.3	6.8	Virginica
7.9	7.1	Versicolor
5.9	6.9	Setosa
9.1	5.2	Setosa
9.9	3.2	Virginica
9.9	7.3	Virginica
8.3	4.7	Versicolor
9.0	6.9	Setosa
10.2	7.3	Virginica
9.7	6.5	Virginica
9.2	4.9	Virginica
10.1	5.5	Virginica
7.5	4.7	Setosa
7.8	5.5	Setosa
9.7	7.6	Versicolor
8.9	6.7	Versicolor
7.1	6.0	Virginica
7.8	6.7	Virginica
8.2	5.1	Versicolor
7.1	7.5	Versicolor
9.6	5.5	Versicolor
4.9	4.4	Versicolor
5.6	4.0	Versicolor
6.1	3.6	Setosa
10.3	6.3	Versicolor
6.2	6.7	Versicolor
7.6	4.5	Virginica
8.7	7.0	Setosa
9.2	7.3	Setosa
10.7	7.3	Virginica
6.4	5.9	Setosa
6.5	3.0	Virginica
6.7	5.2	Setosa
8.8	3.0	Virginica
8.8	7.1	Setosa
7.0	4.3	Setosa
7.9	4.4	Setosa
10.1	4.7	Versicolor
8.5	5.0	Setosa
11.2	6.0	Virginica
8.3	5.5	Setosa
7.5	7.4	Versicolor
9.4	4.4	Versicolor
9.6	4.9	Versicolor
7.0	4.9	Versicolor
10.8	4.9	Virginica
8.4	7.5	Setosa
10.2	6.1	Virginica
9.5	3.7	Versicolor
11.3	5.5	Virginica
8.2	6.6	Virginica
9.4	5.1	Setosa
5.6	4.8	Setosa
9.3	5.5	Setosa
10.5	5.0	Virginica
7.4	4.9	Setosa
8.9	5.6	Virginica
6.9	4.6	Virginica
7.6	3.0	Versicolor
7.9	3.0	Virginica
6.4	4.1	Setosa
9.8	6.8	Virginica
5.0	6.0	Setosa
6.6	6.5	Versicolor
8.6	5.9	Versicolor
9.1	6.4	Versicolor
9.7	5.3	Virginica
7.1	5.2	Setosa
8.2	3.4	Versicolor
9.3	4.9	Setosa
8.0	7.4	Setosa
6.3	4.4	Virginica
8.9	6.3	Virginica
8.7	5.3	Versicolor
12.2	5.8	Virginica
6.0	2.8	Versicolor
9.2	6.5	Virginica
10.0	5.4	Versicolor
6.6	6.4	Setosa
7.2	5.5	Versicolor
6.5	3.0	Virginica
9.1	4.0	Versicolor
9.2	8.9	Setosa
4.6	6.1	Setosa
7.5	4.0	Virginica
6.3	7.2	Versicolor
7.9	7.7	Versicolor
6.9	6.1	Setosa
7.6	3.8	Virginica
5.9	6.5	Virginica
7.4	3.7	Virginica
9.1	4.8	Setosa
7.0	7.5	Setosa
8.6	4.3	Setosa
5.0	3.3	Setosa
8.8	5.7	Virginica
8.7	4.7	Setosa
