sepal.width	petal.length	variety
7.1	5.4	Setosa
5.6	4.5	Setosa
3.5	5.0	Virginica
6.0	8.4	Versicolor
7.4	7.5	Versicolor
7.4	5.5	Setosa
5.0	1.2	Setosa
4.4	6.3	Virginica
6.0	5.5	Virginica
5.0	6.8	Virginica
6.7	3.7	Setosa
3.2	9.1	Virginica
4.5	7.6	Versicolor
6.4	2.9	Setosa
2.3	7.0	Versicolor
7.4	4.6	Versicolor
6.6	8.1	Virginica
4.5	7.4	Virginica
3.2	9.7	Virginica
5.1	8.7	Versicolor
2.5	10.3	Virginica
7.6	5.9	Versicolor
4.3	8.4	Virginica
4.6	4.6	Setosa
5.1	8.5	Virginica
3.0	6.7	Versicolor
4.6	8.9	Virginica
6.6	6.5	Versicolor
7.3	7.1	Virginica
6.8	10.2	Virginica
5.2	4.4	Versicolor
7.0	6.6	Virginica
4.6	8.6	Virginica
4.9	7.7	Versicolor
2.8	7.1	Virginica
6.6	6.6	Virginica
3.0	4.4	Setosa
7.5	7.5	Virginica
3.6	7.1	Virginica
5.3	1.7	Setosa
5.7	5.2	Versicolor
7.7	2.9	Setosa
5.8	7.7	Versicolor
6.0	1.4	Setosa
7.0	5.5	Versicolor
3.0	5.0	Versicolor
5.5	4.6	Setosa
4.0	8.9	Versicolor
3.1	1.5	Setosa
7.4	5.6	Virginica
5.1	8.4	Versicolor
4.0	5.9	Setosa
3.2	5.3	Setosa
5.4	6.1	Virginica
6.3	4.1	Versicolor
4.6	1.5	Setosa
4.4	1.6	Setosa
5.2	4.4	Versicolor
6.8	8.4	Virginica
3.0	9.5	Virginica
7.0	5.6	Setosa
7.2	6.8	Virginica
4.9	2.7	Setosa
6.2	1.6	Setosa
3.0	10.0	Virginica
4.1	4.5	Versicolor
5.6	4.4	Versicolor
7.3	3.4	Setosa
5.0	4.6	Versicolor
3.9	4.0	Setosa
7.0	6.1	Setosa
3.5	7.2	Virginica
2.8	6.7	Virginica
3.8	6.6	Virginica
4.9	5.3	Setosa
7.0	5.5	Versicolor
5.9	7.3	Versicolor
3.5	2.8	Setosa
7.8	5.7	Virginica
3.9	8.1	Versicolor
2.9	3.9	Setosa
5.9	6.0	Setosa
7.5	11.1	Virginica
5.7	7.6	Virginica
5.0	7.7	Virginica
5.8	6.3	Versicolor
7.4	1.9	Setosa
4.2	5.1	Versicolor
4.2	4.9	Virginica
6.2	8.4	Virginica
7.5	9.0	Versicolor
6.4	7.2	Versicolor
4.2	5.5	Virginica
4.3	4.1	Setosa
4.7	5.7	Versicolor
6.2	5.5	Setosa
4.8	5.7	Virginica
6.3	8.0	Versicolor
5.5	4.5	Setosa
2.3	5.9	Versicolor
8.1	2.9	Setosa
6.5	4.4	Setosa
7.9	3.2	Setosa
7.1	8.9	Virginica
7.2	6.1	Versicolor
