petal.width	variety
5.3	Virginica
2.1	Virginica
2.3	Virginica
1.2	Setosa
3.1	Versicolor
4.9	Setosa
2.8	Versicolor
6.9	Virginica
5.5	Versicolor
6.6	Virginica
4.5	Setosa
3.1	Virginica
4.9	Versicolor
3.2	Versicolor
6.0	Versicolor
0.2	Setosa
6.3	Virginica
4.7	Setosa
5.3	Versicolor
6.3	Virginica
0.2	Setosa
5.5	Virginica
2.5	Virginica
4.8	Setosa
3.5	Virginica
2.1	Setosa
2.8	Versicolor
2.7	Setosa
3.2	Setosa
3.0	Versicolor
6.3	Virginica
3.4	Setosa
0.3	Setosa
0.2	Setosa
5.8	Versicolor
0.3	Setosa
3.7	Setosa
3.2	Virginica
0.8	Setosa
4.2	Setosa
4.7	Virginica
3.7	Setosa
3.3	Virginica
3.5	Versicolor
4.5	Virginica
5.8	Versicolor
4.5	Versicolor
3.3	Virginica
3.9	Setosa
6.1	Versicolor
0.6	Setosa
4.9	Setosa
1.5	Versicolor
1.6	Versicolor
1.2	Setosa
3.2	Setosa
2.4	Virginica
3.0	Virginica
4.2	Versicolor
0.9	Setosa
6.3	Virginica
4.9	Setosa
0.6	Setosa
2.4	Virginica
0.7	Setosa
4.9	Versicolor
1.7	Setosa
1.1	Setosa
2.7	Setosa
2.2	Virginica
5.0	Virginica
1.8	Virginica
1.0	Versicolor
0.2	Setosa
1.5	Versicolor
2.9	Virginica
4.0	Virginica
1.9	Versicolor
5.6	Versicolor
4.1	Virginica
2.7	Setosa
2.8	Versicolor
0.3	Setosa
3.3	Virginica
4.8	Virginica
1.8	Versicolor
1.4	Virginica
4.3	Setosa
4.2	Versicolor
6.0	Versicolor
0.2	Setosa
3.3	Versicolor
1.3	Versicolor
3.8	Versicolor
2.4	Setosa
3.2	Setosa
0.2	Setosa
1.5	Versicolor
5.3	Virginica
5.4	Versicolor
4.1	Virginica
5.8	Versicolor
3.6	Virginica
2.3	Virginica
1.9	Versicolor
