sepal.width	variety
4.5	Setosa
3.6	Setosa
4.0	Virginica
4.8	Setosa
4.0	Versicolor
4.5	Virginica
5.9	Setosa
4.2	Versicolor
2.9	Versicolor
3.7	Versicolor
5.8	Versicolor
3.2	Setosa
3.0	Virginica
4.2	Versicolor
8.1	Setosa
4.9	Versicolor
6.0	Versicolor
7.5	Virginica
6.6	Virginica
4.5	Versicolor
4.3	Virginica
3.1	Versicolor
3.7	Versicolor
5.2	Virginica
4.5	Virginica
7.6	Virginica
7.5	Setosa
3.8	Versicolor
6.2	Virginica
3.7	Virginica
2.8	Versicolor
6.3	Versicolor
7.8	Setosa
4.5	Virginica
5.7	Versicolor
4.5	Setosa
5.6	Setosa
3.7	Versicolor
5.9	Setosa
2.8	Versicolor
5.8	Setosa
5.3	Setosa
6.5	Versicolor
3.0	Virginica
4.3	Setosa
6.4	Setosa
7.5	Versicolor
6.0	Virginica
6.4	Setosa
3.2	Virginica
5.5	Setosa
2.8	Versicolor
8.0	Setosa
5.4	Setosa
5.7	Setosa
7.6	Virginica
5.0	Virginica
8.4	Setosa
7.5	Virginica
3.0	Versicolor
4.5	Virginica
8.0	Setosa
7.6	Setosa
6.6	Setosa
3.2	Versicolor
4.9	Versicolor
6.9	Setosa
6.4	Versicolor
7.2	Setosa
7.0	Setosa
6.3	Virginica
2.7	Virginica
3.8	Virginica
7.0	Setosa
3.9	Setosa
4.9	Setosa
3.7	Versicolor
4.9	Versicolor
4.3	Virginica
3.1	Setosa
3.5	Setosa
3.4	Setosa
4.9	Setosa
6.3	Versicolor
4.8	Versicolor
6.5	Setosa
3.7	Setosa
5.0	Versicolor
5.2	Setosa
3.6	Versicolor
7.9	Virginica
5.0	Virginica
3.9	Versicolor
3.5	Virginica
4.3	Virginica
3.3	Setosa
6.5	Versicolor
6.0	Versicolor
6.3	Virginica
4.3	Versicolor
3.4	Versicolor
6.6	Virginica
3.9	Versicolor
3.4	Versicolor
3.0	Virginica
