petal.length	variety
3.8	Versicolor
7.4	Versicolor
2.0	Setosa
6.0	Versicolor
2.0	Setosa
10.3	Virginica
4.1	Setosa
4.9	Setosa
3.5	Versicolor
5.5	Versicolor
6.4	Setosa
3.9	Versicolor
7.2	Virginica
8.1	Virginica
6.5	Virginica
5.3	Virginica
6.9	Versicolor
4.0	Setosa
8.6	Virginica
8.0	Versicolor
9.7	Virginica
2.6	Setosa
7.4	Virginica
8.5	Versicolor
2.2	Setosa
5.9	Virginica
3.0	Setosa
5.5	Setosa
9.3	Versicolor
5.3	Versicolor
8.5	Versicolor
5.4	Versicolor
3.0	Setosa
3.5	Setosa
6.1	Versicolor
5.1	Setosa
6.4	Virginica
5.5	Versicolor
4.5	Versicolor
7.4	Versicolor
7.6	Versicolor
7.1	Virginica
8.6	Virginica
5.1	Versicolor
5.4	Versicolor
9.6	Virginica
7.1	Versicolor
5.0	Versicolor
8.6	Virginica
5.5	Virginica
3.3	Setosa
5.3	Versicolor
4.2	Versicolor
4.4	Setosa
1.4	Setosa
9.6	Virginica
10.1	Virginica
4.6	Setosa
8.9	Virginica
8.0	Virginica
4.0	Setosa
4.0	Setosa
9.1	Virginica
4.6	Versicolor
6.1	Setosa
7.2	Versicolor
6.2	Versicolor
5.1	Versicolor
6.2	Virginica
7.6	Virginica
6.2	Versicolor
6.0	Setosa
9.6	Virginica
6.0	Versicolor
4.9	Versicolor
2.0	Setosa
7.5	Virginica
6.7	Virginica
6.8	Versicolor
3.9	Setosa
7.6	Virginica
6.5	Virginica
9.0	Versicolor
9.4	Virginica
8.2	Versicolor
3.9	Setosa
4.2	Setosa
6.3	Virginica
5.4	Setosa
6.8	Versicolor
3.4	Setosa
5.4	Setosa
4.9	Setosa
8.6	Virginica
7.7	Versicolor
5.1	Virginica
6.5	Virginica
7.7	Versicolor
8.2	Virginica
6.7	Virginica
4.9	Setosa
7.5	Versicolor
3.3	Setosa
4.8	Setosa
3.5	Versicolor
